fecha,prediction_timestamp,split,born_bad_group,born_bad_reason,Result_Label,realized_ticks_for_label,MFE_ticks,MAE_ticks,Trade_Duration,Entry_price,ExecutionSide,canonical_source_file,causal_row_flag,Delta1s,Delta2s,Delta3s,Delta5s,Delta10s,PeakPositiveDelta,PeakNegativeDelta,DeltaChange1s,DeltaChangeZScore,DeltaPercentile,BuySellRatio,TradesPerSecond,ContractsPerSecond,Velocity1s,Velocity3s,Velocity5s,Acceleration1s,Acceleration3s,TicksPerSecond,CumulativeDeltaWindow,OR_WidthTicks,Dist_OR_High_Ticks,Dist_OR_Low_Ticks,Dist_VWAP_Ticks,Dist_POC_Ticks,Dist_VAH_Ticks,Dist_VAL_Ticks,Dist_HVN_Ticks,Dist_LVN_Ticks,range,Body_AtEntry,Volume_AtEntry,Delta_AtEntry,Cumulative_Delta_AtEntry,Previous_Volume_AtEntry,Previous_Delta_AtEntry,Delta_Change_AtEntry,BreakOut_TICKS_PER_SEC_AtEntry,Score_AtEntry,Buy_Imbalance_Count_AtEntry,Sell_Imbalance_Count_AtEntry,signed_delta_1s,signed_delta_change_1s,signed_velocity_1s,signed_velocity_3s,signed_acceleration_1s,price_impact_per_100_contracts,absorption_pressure_1s,delta_share_of_volume,mean_trade_size,delta_persistence_1_3,delta_persistence_3_5,direction_consistency,velocity_consistency,flow_price_alignment,acceleration_velocity_ratio,directional_vwap_distance,directional_poc_distance,profile_confluence_4t,burst_efficiency_score,liquidity_absorption_score,seconds_from_open,minute_from_open,weekday_index,month_index,execution_side_sign,or_position_fraction,distance_nearest_or_edge_ticks,distance_nearest_profile_reference_ticks,vwap_poc_spread_ticks,signed_velocity_decay_1_5,signed_delta_decay_1_5,execution_cvd_alignment
2022-07-29,2022-07-29 13:35:01.058000+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:59,12767.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-07-29_NY.csv,True,-391,-405,-421,-421,-338,56,-391,-377,-12.62696292763266,1.0,0.27859778597786,562,693,-6,-2.666666666666667,-1.8,-6,-2.0,-6,-421,21.0,-38.0,-17.0,-23.07185628742515,-27,-33,-13,1,-1,105,30,735,-391,-2712,2996,-114,-277,28.36,10,0,2,391.0,377.0,6.0,2.666666666666667,6.0,0.8658008658008658,65.16666666666667,0.5642135642135642,1.2330960854092528,0.3589087809036658,0.6,1.0,1.0,1,1.0,23.07185628742515,27.0,2,0.015345268542199489,26.06666666666667,301,5.016666666666667,4,7,1.0,-0.8095238095238095,17.0,1,3.928143712574851,-4.2,-306.8,-1.0
2022-08-01,2022-08-01 13:31:28.044000+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,15,60,00:47,12876.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-01_NY.csv,True,-124,-139,-158,-135,-160,18,-124,-109,-4.357055084236928,1.0,0.2,165,186,-4,-3.0,-1.6,-3,-1.0,-4,-158,15.0,-28.0,-13.0,-16.0989921976593,-17,-21,-13,0,1,75,65,1771,-373,-219,4383,-39,-334,2.32,10,0,0,124.0,109.0,4.0,3.0,3.0,2.150537634408602,31.0,0.6666666666666666,1.1272727272727272,0.42473118279569894,0.5126582278481012,1.0,1.0,1,0.75,16.0989921976593,17.0,2,0.03225806451612903,18.599999999999998,88,1.4666666666666666,0,8,1.0,-0.8666666666666667,13.0,0,0.9010078023407004,-2.4,-97.0,-1.0
2022-08-09,2022-08-09 13:31:05.994000+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:42,13072.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-09_NY.csv,True,-161,-202,-211,-255,-238,22,-161,-120,-3.528249454288774,1.0,0.326359832635983,273,317,-6,-4.0,-3.4,-2,-1.666666666666667,-6,-211,26.0,-32.0,-6.0,-17.67691165553081,-29,-31,-12,-3,1,130,30,800,-328,-2573,6002,82,-410,5.01,9,0,0,161.0,120.0,6.0,4.0,2.0,1.8927444794952681,26.833333333333332,0.5078864353312302,1.1611721611721613,0.43685300207039335,0.7251184834123223,1.0,1.0,1,0.3333333333333333,17.67691165553081,29.0,2,0.037267080745341616,10.733333333333334,65,1.0833333333333333,1,8,1.0,-0.23076923076923078,6.0,1,11.323088344469191,-2.6,-110.0,-1.0
2022-08-15,2022-08-15 13:33:01.027000+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:41,13583.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-15_NY.csv,True,201,217,222,211,246,201,-35,185,5.241005274044508,0.994444444444444,5.568181818181818,256,289,4,2.0,1.0,2,1.666666666666667,4,222,25.0,14.0,39.0,17.749337309476473,12,3,23,0,1,125,20,292,202,746,2792,456,-254,19.47,9,0,0,201.0,185.0,4.0,2.0,2.0,1.3840830449826989,50.25,0.6955017301038062,1.12890625,0.3681592039800995,0.5702702702702702,1.0,1.0,1,0.5,17.749337309476473,12.0,3,0.01990049751243781,30.15,181,3.0166666666666666,0,8,-1.0,1.56,14.0,0,5.7493373094764735,-3.0,-158.8,-1.0
2022-08-17,2022-08-17 13:35:59.026000+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,01:10,13561.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-17_NY.csv,True,183,200,197,267,250,183,-42,166,5.724712466710615,0.993333333333333,3.815384615384615,278,313,6,1.666666666666667,1.6,6,1.333333333333333,6,197,17.0,20.0,37.0,25.66739106812996,32,21,34,1,0,85,100,3653,621,-647,2336,126,495,1.69,11,4,0,183.0,166.0,6.0,1.666666666666667,6.0,1.9169329073482428,30.5,0.5846645367412141,1.1258992805755397,0.3588342440801457,0.8131979695431472,1.0,1.0,1,1.0,25.66739106812996,32.0,2,0.03278688524590164,12.200000000000001,359,5.983333333333333,2,8,-1.0,2.176470588235294,20.0,0,6.332608931870041,-4.4,-129.6,1.0
2022-08-31,2022-08-31 13:34:01.039000+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:10,12430.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-08-31_NY.csv,True,-348,-338,-282,-258,-252,56,-348,-358,-12.612080204275548,1.0,0.313609467455621,488,666,-4,-1.333333333333333,0.4,-4,-2.0,-4,-282,34.0,-38.0,-4.0,-13.767205599950444,-16,-29,-2,0,-1,170,25,670,-344,3789,3124,238,-582,24.06,12,0,3,348.0,358.0,4.0,1.333333333333333,4.0,0.6006006006006006,87.0,0.5225225225225225,1.3647540983606556,0.27011494252873564,0.548936170212766,1.0,0.6666666666666666,1,1.0,13.767205599950444,16.0,3,0.011494252873563218,52.199999999999996,241,4.016666666666667,2,8,1.0,-0.11764705882352941,4.0,0,2.2327944000495563,-4.4,-296.4,1.0
2022-09-01,2022-09-01 13:31:24.990000+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,5,60,02:04,12158.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-09-01_NY.csv,True,-183,-225,-240,-314,-370,-3,-183,-141,-3.777134528782676,0.976190476190476,0.262096774193548,273,313,-6,-3.0,-3.0,-4,-1.333333333333333,-6,-240,23.0,-27.0,-4.0,-13.383719336713717,-8,-19,-6,0,-1,115,20,2148,-410,2431,5150,236,-646,0.8,11,0,1,183.0,141.0,6.0,3.0,4.0,1.9169329073482428,30.5,0.5846645367412141,1.1465201465201464,0.4371584699453552,0.785,1.0,1.0,1,0.6666666666666666,13.383719336713717,8.0,2,0.03278688524590164,12.200000000000001,84,1.4,3,9,1.0,-0.17391304347826086,4.0,0,5.3837193367137175,-3.0,-120.2,1.0
2022-09-06,2022-09-06 13:34:06.074000+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,20,60,01:06,12106.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-09-06_NY.csv,True,186,269,255,222,87,186,-123,103,3.725686416073697,0.991836734693878,5.65,147,266,3,1.0,0.8,3,1.0,3,255,39.0,-48.0,-9.0,-19.61395268915745,2,-28,5,2,-1,195,0,1045,103,-1607,3230,-12,115,0.0,9,1,0,186.0,103.0,3.0,1.0,3.0,1.1278195488721805,62.0,0.6992481203007519,1.8095238095238095,0.45698924731182794,0.5223529411764706,1.0,1.0,1,1.0,-19.61395268915745,2.0,3,0.016129032258064516,43.4,246,4.1,1,9,-1.0,-0.23076923076923078,9.0,1,21.61395268915745,-2.2,-141.6,1.0
2022-09-28,2022-09-28 13:33:29.039000+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:37,11297.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-09-28_NY.csv,True,-190,-199,-216,-213,-198,12,-190,-181,-5.922417297172761,1.0,0.263565891472868,265,326,-4,-1.666666666666667,-1.2,-3,-1.333333333333333,-4,-216,22.0,-30.0,-8.0,-16.498822521943907,-15,-22,-6,0,-1,110,40,1467,-229,-888,2480,-36,-193,1.38,8,0,0,190.0,181.0,4.0,1.666666666666667,3.0,1.2269938650306749,47.5,0.5828220858895705,1.230188679245283,0.37894736842105264,0.5916666666666667,1.0,1.0,1,0.75,16.498822521943907,15.0,2,0.021052631578947368,28.5,209,3.4833333333333334,2,9,1.0,-0.36363636363636365,8.0,0,1.4988225219439073,-2.8,-147.4,-1.0
2022-10-06,2022-10-06 13:32:14.010000+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,25,00:23,11622.5,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-06_NY.csv,True,-124,-151,-158,-180,-203,7,-124,-97,-3.629431714630986,1.0,0.274853801169591,197,218,-3,-1.333333333333333,-1.0,-1,-0.666666666666667,-3,-158,20.0,6.0,26.0,9.869622517179703,13,-2,19,0,2,100,0,1092,-262,-967,3896,64,-326,0.0,7,0,0,124.0,97.0,3.0,1.333333333333333,1.0,1.3761467889908257,41.333333333333336,0.5688073394495413,1.1065989847715736,0.42473118279569894,0.6835443037974683,1.0,1.0,1,0.3333333333333333,-9.869622517179703,-13.0,3,0.024193548387096774,28.933333333333334,134,2.2333333333333334,3,10,1.0,1.3,6.0,0,3.130377482820297,-2.0,-88.0,-1.0
2022-10-11,2022-10-11 13:31:02.029000+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,45,00:42,10905.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-11_NY.csv,True,-133,-170,-182,-157,-222,24,-133,-96,-4.113796722507239,1.0,0.416666666666667,282,323,-5,-2.0,-1.6,-4,-1.333333333333333,-5,-182,14.0,-19.0,-5.0,-10.517114162738267,-9,-14,-9,1,-2,70,30,442,-174,-1321,4440,-180,6,14.79,9,0,0,133.0,96.0,5.0,2.0,4.0,1.5479876160990713,26.6,0.4117647058823529,1.1453900709219857,0.45614035087719296,0.5175824175824176,1.0,1.0,1,0.8,10.517114162738267,9.0,2,0.03759398496240601,13.3,62,1.0333333333333334,1,10,1.0,-0.35714285714285715,5.0,1,1.5171141627382667,-3.4,-101.6,-1.0
2022-10-18,2022-10-18 13:31:55.993000+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:08,11400.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-18_NY.csv,True,-148,-188,-226,-264,-428,-9,-148,-108,-2.615729063765239,0.973913043478261,0.229166666666667,136,236,0,-0.666666666666667,-0.4,1,0.333333333333333,0,-226,18.0,-20.0,-2.0,-10.94205827859188,-14,-15,-7,1,0,90,10,4656,-482,829,7218,58,-540,0.18,9,0,2,148.0,108.0,-0.0,0.666666666666667,-1.0,0.0,592.0,0.6271186440677966,1.7352941176470589,0.509009009009009,0.7008849557522124,1.0,0.6666666666666666,0,-4.0,10.94205827859188,14.0,2,-0.0,592.0,115,1.9166666666666667,1,10,1.0,-0.1111111111111111,2.0,0,3.0579417214081204,0.4,-95.2,1.0
2022-10-25,2022-10-25 13:31:20+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,5,60,01:26,11552.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-25_NY.csv,True,252,249,341,369,376,252,-3,255,4.28286907467048,0.974683544303797,5.131147540983607,204,374,4,2.0,1.6,5,1.333333333333333,4,341,27.0,3.0,30.0,13.714246042765899,6,3,20,2,0,135,15,1413,359,1413,5800,34,325,0.75,10,1,0,252.0,255.0,4.0,2.0,5.0,1.0695187165775402,63.0,0.6737967914438503,1.8333333333333333,0.45105820105820105,0.649266862170088,1.0,1.0,1,1.25,13.714246042765899,6.0,3,0.015873015873015872,37.8,80,1.3333333333333333,1,10,-1.0,1.1111111111111112,3.0,0,7.7142460427658985,-2.4,-178.2,-1.0
2022-10-26,2022-10-26 13:31:08.990000+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:38,11435.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-26_NY.csv,True,-177,-196,-192,-182,-295,20,-177,-158,-3.383512586275668,0.970588235294118,0.354014598540146,348,371,-4,-2.333333333333333,-1.0,-3,-1.0,-4,-192,29.0,-35.0,-6.0,-15.537222696245735,-13,-21,-5,0,1,145,30,1412,-286,-376,7977,-643,357,3.34,9,0,0,177.0,158.0,4.0,2.333333333333333,3.0,1.0781671159029649,44.25,0.477088948787062,1.0660919540229885,0.3615819209039548,0.56875,1.0,1.0,1,0.75,15.537222696245735,13.0,2,0.022598870056497175,26.55,68,1.1333333333333333,2,10,1.0,-0.20689655172413793,6.0,0,2.5372226962457347,-3.0,-140.6,-1.0
2022-10-27,2022-10-27 13:36:29.053000+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:14,11396.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-27_NY.csv,True,-130,-125,-194,-249,-277,6,-130,-135,-4.265848236332515,0.993333333333333,0.336734693877551,228,262,-6,-4.333333333333333,-3.4,-4,-2.333333333333333,-6,-194,39.0,-43.0,-4.0,-34.14134671199933,-36,-49,-28,-2,0,195,20,1548,-248,-415,3973,23,-271,0.69,10,0,0,130.0,135.0,6.0,4.333333333333333,4.0,2.2900763358778624,21.666666666666668,0.4961832061068702,1.1491228070175439,0.49743589743589745,0.7701030927835052,1.0,1.0,1,0.6666666666666666,34.14134671199933,36.0,2,0.046153846153846156,8.666666666666668,389,6.483333333333333,3,10,1.0,-0.10256410256410256,4.0,0,1.8586532880006672,-2.6,-80.2,-1.0
2022-10-28,2022-10-28 13:31:27.987000+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:49,11252.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-10-28_NY.csv,True,175,175,177,139,137,175,-29,175,4.527997632340718,1.0,3.397260273972603,239,321,4,1.333333333333333,0.6,4,1.666666666666667,4,177,32.0,5.0,37.0,18.217347220942024,14,7,27,0,1,160,25,3148,582,-2105,7702,578,4,0.89,10,2,0,175.0,175.0,4.0,1.333333333333333,4.0,1.2461059190031152,43.75,0.5451713395638629,1.3430962343096233,0.33714285714285713,0.4711864406779661,1.0,1.0,1,1.0,18.217347220942024,14.0,2,0.022857142857142857,26.25,87,1.45,4,10,-1.0,1.15625,5.0,0,4.217347220942024,-3.4,-147.2,1.0
2022-11-03,2022-11-03 13:33:50.100000+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,30,0,00:07,10846.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2022-11-03_NY.csv,True,163,171,183,245,341,163,-16,155,4.915606754632433,1.0,2.263565891472868,366,421,6,2.666666666666667,2.4,5,1.333333333333333,6,183,30.0,13.0,43.0,29.454269078167673,37,26,41,1,-1,150,65,3925,789,-521,4076,-6,795,1.3,9,1,1,163.0,155.0,6.0,2.666666666666667,5.0,1.4251781472684086,27.166666666666668,0.38717339667458434,1.150273224043716,0.37423312883435583,0.8032786885245902,1.0,1.0,1,0.8333333333333334,29.454269078167673,37.0,2,0.03680981595092025,10.866666666666667,230,3.8333333333333335,3,11,-1.0,1.4333333333333333,13.0,1,7.545730921832327,-3.6,-114.0,1.0
2023-03-21,2023-03-21 13:31:30.982341900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,00:39,12801.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-03-21_NY.csv,True,179,205,224,225,322,179,-4,153,5.151909232085059,1.0,8.782608695652174,153,225,2,1.333333333333333,0.6,1,1.0,2,224,18.0,3.0,21.0,10.555014278515033,7,1,16,1,0,90,10,1410,354,2140,4544,298,56,0.32,11,1,0,179.0,153.0,2.0,1.333333333333333,1.0,0.8888888888888888,89.5,0.7955555555555556,1.4705882352941178,0.4171322160148976,0.6026785714285714,1.0,1.0,1,0.5,10.555014278515033,7.0,3,0.0111731843575419,71.60000000000001,90,1.5,1,3,-1.0,1.1666666666666667,3.0,0,3.555014278515033,-1.4,-134.0,-1.0
2023-03-28,2023-03-28 13:32:03.000621+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:01,12748.75,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-03-28_NY.csv,True,-304,-332,-365,-392,-417,4,-304,-276,-9.735627008215143,1.0,0.230379746835443,382,486,-4,-1.666666666666667,-1.0,-3,-1.333333333333333,-4,-365,14.0,-23.0,-9.0,-11.886787496716575,-13,-16,-5,-1,0,70,30,701,-363,-844,3105,-323,-40,10.0,10,0,2,304.0,276.0,4.0,1.666666666666667,3.0,0.823045267489712,76.0,0.6255144032921811,1.2722513089005236,0.40021929824561403,0.6443835616438356,1.0,1.0,1,0.75,11.886787496716575,13.0,2,0.013157894736842105,45.6,123,2.05,1,3,1.0,-0.6428571428571429,9.0,0,1.1132125032834246,-3.0,-225.6,-1.0
2023-03-31,2023-03-31 13:35:01.134903900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,28.0,45,5,00:31,13126.25,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-03-31_NY.csv,True,177,168,171,207,211,177,-10,186,6.414996290368876,1.0,3.80952380952381,257,303,2,1.0,0.6,2,0.666666666666667,2,171,15.0,21.0,36.0,18.759329636782756,24,12,34,1,0,75,10,310,172,-1676,3013,225,-53,8.81,10,1,0,177.0,186.0,2.0,1.0,2.0,0.6600660066006601,88.5,0.5841584158415841,1.178988326848249,0.3220338983050847,0.7263157894736842,1.0,1.0,1,1.0,18.759329636782756,24.0,2,0.011299435028248588,70.8,301,5.016666666666667,4,3,-1.0,2.4,21.0,0,5.240670363217244,-1.4,-135.6,1.0
2023-04-03,2023-04-03 13:32:51.099847900+00:00,discovery,C_LOSER_MFE_3_TO_30,Perdedor con 2 < MFE <= 30 ticks,SL,-62.0,15,60,00:59,13217.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-03_NY.csv,True,153,161,159,208,196,153,-10,145,5.042882329922577,1.0,6.666666666666667,122,207,2,0.333333333333333,0.4,2,0.666666666666667,2,159,9.0,5.0,14.0,8.437623146323759,11,6,13,2,-1,45,15,2119,277,-275,2787,383,-106,0.29,11,1,0,153.0,145.0,2.0,0.333333333333333,2.0,0.966183574879227,76.5,0.7391304347826086,1.6967213114754098,0.3464052287581699,0.7849056603773585,1.0,1.0,1,1.0,8.437623146323759,11.0,2,0.013071895424836602,61.2,171,2.85,0,4,-1.0,1.5555555555555556,5.0,1,2.5623768536762412,-1.6,-111.4,1.0
2023-04-04,2023-04-04 13:36:01.053737900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,01:21,13271.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-04_NY.csv,True,-180,-180,-180,-194,-287,16,-180,-180,-7.383855127255832,1.0,0.189189189189189,222,264,-1,-0.666666666666667,-0.4,-1,-0.333333333333333,-1,-180,9.0,-16.0,-7.0,-9.549133749133748,-14,-15,-5,1,0,45,10,267,-179,-506,1829,-103,-76,9.49,10,0,1,180.0,180.0,1.0,0.666666666666667,1.0,0.3787878787878788,180.0,0.6818181818181818,1.1891891891891893,0.3333333333333333,0.6466666666666666,1.0,1.0,1,1.0,9.549133749133748,14.0,2,0.005555555555555556,162.0,361,6.016666666666667,1,4,1.0,-0.7777777777777778,7.0,0,4.450866250866252,-0.6,-141.2,-1.0
2023-04-10,2023-04-10 13:35:51.089554+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,05:25,13010.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-10_NY.csv,True,-150,-175,-195,-190,-189,11,-150,-125,-4.589269920286503,0.993333333333333,0.353448275862069,260,314,-3,-1.666666666666667,-1.2,-2,-0.666666666666667,-3,-195,11.0,-33.0,-22.0,-17.60441890308542,-13,-25,-6,-1,0,55,65,2187,-355,-1556,1751,-213,-142,1.27,11,0,2,150.0,125.0,3.0,1.666666666666667,2.0,0.9554140127388535,50.0,0.47770700636942676,1.2076923076923076,0.43333333333333335,0.5846153846153846,1.0,1.0,1,0.6666666666666666,17.60441890308542,13.0,2,0.02,35.0,351,5.85,0,4,1.0,-2.0,22.0,0,4.604418903085421,-1.8,-112.0,-1.0
2023-04-17,2023-04-17 13:33:32.989322+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,01:46,13172.5,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-17_NY.csv,True,190,199,283,284,286,190,-9,181,6.547893418065737,1.0,5.318181818181818,257,278,5,2.333333333333333,1.8,5,1.666666666666667,5,283,15.0,4.0,19.0,12.302029836145756,15,8,18,1,0,75,20,1368,398,553,2725,-157,555,0.61,9,1,0,190.0,181.0,5.0,2.333333333333333,5.0,1.7985611510791366,38.0,0.6834532374100719,1.0817120622568093,0.4964912280701754,0.6021201413427562,1.0,1.0,1,1.0,12.302029836145756,15.0,2,0.02631578947368421,19.0,212,3.533333333333333,0,4,-1.0,1.2666666666666666,4.0,0,2.6979701638542437,-3.2,-133.2,-1.0
2023-04-19,2023-04-19 13:33:54.063250900+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,00:41,13105.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-19_NY.csv,True,-250,-254,-277,-291,-317,14,-250,-246,-7.453952798121727,1.0,0.4279176201373,548,624,-3,-1.333333333333333,-0.4,-3,-1.666666666666667,-3,-277,14.0,5.0,19.0,8.21148331595412,16,4,17,0,-2,70,10,3801,-127,-2166,2967,111,-238,0.18,10,0,0,250.0,246.0,3.0,1.333333333333333,3.0,0.4807692307692308,83.33333333333333,0.40064102564102566,1.1386861313868613,0.36933333333333335,0.6303249097472924,1.0,1.0,1,1.0,-8.21148331595412,-16.0,3,0.012,58.33333333333333,234,3.9,2,4,1.0,1.3571428571428572,5.0,0,7.788516684045881,-2.6,-191.8,-1.0
2023-04-26,2023-04-26 13:32:02.009678+00:00,discovery,A_WINNER,Resultado realizado positivo,TP,58.0,60,0,04:58,12921.25,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-04-26_NY.csv,True,-175,-188,-227,-354,-409,-3,-175,-162,-7.473883976344057,1.0,0.368231046931408,356,379,-5,-2.0,-2.0,-4,-1.0,-5,-227,19.0,-29.0,-10.0,-17.26766150358897,-18,-23,-11,-1,1,95,30,501,-191,273,4147,-565,374,14.93,9,0,0,175.0,162.0,5.0,2.0,4.0,1.3192612137203166,35.0,0.46174142480211083,1.0646067415730338,0.43238095238095237,0.9356828193832599,1.0,1.0,1,0.8,17.26766150358897,18.0,2,0.02857142857142857,17.5,122,2.033333333333333,2,4,1.0,-0.5263157894736842,10.0,1,0.7323384964110318,-3.0,-104.2,1.0
2023-05-03,2023-05-03 13:35:01.053012900+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,10:35,13208.75,SELL,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-03_NY.csv,True,190,189,206,209,254,190,-5,191,9.362271233868704,1.0,4.454545454545455,269,300,2,0.666666666666667,0.2,1,0.666666666666667,2,206,10.0,4.0,14.0,8.787591644764143,9,6,12,9,-1,50,10,305,191,494,1933,267,-76,9.5,10,1,0,190.0,191.0,2.0,0.666666666666667,1.0,0.6666666666666666,95.0,0.6333333333333333,1.1152416356877324,0.36140350877192984,0.6087378640776699,1.0,1.0,1,0.5,8.787591644764143,9.0,1,0.010526315789473684,76.0,301,5.016666666666667,2,5,-1.0,1.4,4.0,1,0.21240835523585666,-1.8,-148.2,-1.0
2023-05-11,2023-05-11 13:32:03.013955+00:00,discovery,D_BORN_BAD_MFE_LE_2,Perdedor con MFE <= 2 ticks,SL,-62.0,0,60,02:08,13400.0,BUY,C:\Users\k_99_\Desktop\codding\data_footprint_generator\trade_results_score\score_trade_result_2023-05-11_NY.csv,True,-241,-343,-339,-343,-300,35,-241,-139,-4.698411051185458,1.0,0.258461538461538,270,409,-2,-1.666666666666667,-1.0,0,-0.666666666666667,-2,-339,12.0,-27.0,-15.0,-15.075912657795975,-25,-26,-9,0,-1,60,20,718,-336,1897,5188,-380,44,6.64,10,0,2,241.0,139.0,2.0,1.666666666666667,-0.0,0.4889975550122249,120.5,0.589242053789731,1.5148148148148148,0.46887966804979253,0.6070796460176991,1.0,1.0,1,-0.0,15.075912657795975,25.0,2,0.008298755186721992,96.4,123,2.05,3,5,1.0,-1.25,15.0,0,9.924087342204025,-1.0,-172.4,1.0
