family,date,year,half,side,entry_utc,entry,risk_ticks,acceptance_utc,retest_utc,gross_ticks,net_ticks,net_R,mae_ticks,exit_reason,trailing_activated,fixed_net_ticks,fixed_net_R,fixed_exit_reason
OR5_ACCEPTANCE_ES_PULLBACK,2025-03-24,2025,2025-H1,LONG,2025-03-24T13:41:03+00:00,20274.25,40.0,2025-03-24T13:38:19+00:00,2025-03-24T13:41:02+00:00,4.0,0.0,0.0,-23.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-03-25,2025,2025-H1,SHORT,2025-03-25T13:36:25+00:00,20386.0,40.0,2025-03-25T13:36:22+00:00,2025-03-25T13:36:24+00:00,-40.0,-44.0,-1.1,-48.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-03-28,2025,2025-H1,LONG,2025-03-28T13:39:33+00:00,19916.75,40.0,2025-03-28T13:39:21+00:00,2025-03-28T13:39:32+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-03-31,2025,2025-H1,SHORT,2025-03-31T13:44:37+00:00,19013.0,40.0,2025-03-31T13:44:35+00:00,2025-03-31T13:44:36+00:00,27.0,23.0,0.575,-25.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-04,2025,2025-H1,SHORT,2025-04-04T13:37:26+00:00,18091.0,40.0,2025-04-04T13:36:51+00:00,2025-04-04T13:37:25+00:00,21.0,17.0,0.425,-1.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-07,2025,2025-H1,SHORT,2025-04-07T13:35:30+00:00,16854.25,40.0,2025-04-07T13:35:25+00:00,2025-04-07T13:35:29+00:00,-40.0,-44.0,-1.1,-59.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-08,2025,2025-H1,SHORT,2025-04-08T13:36:46+00:00,18110.75,40.0,2025-04-08T13:36:44+00:00,2025-04-08T13:36:45+00:00,30.0,26.0,0.65,-32.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-09,2025,2025-H1,LONG,2025-04-09T13:39:17+00:00,17368.25,40.0,2025-04-09T13:39:01+00:00,2025-04-09T13:39:16+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-10,2025,2025-H1,SHORT,2025-04-10T13:40:50+00:00,18738.75,40.0,2025-04-10T13:40:46+00:00,2025-04-10T13:40:49+00:00,24.0,20.0,0.5,-7.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-15,2025,2025-H1,LONG,2025-04-15T13:39:17+00:00,19050.25,40.0,2025-04-15T13:39:14+00:00,2025-04-15T13:39:16+00:00,35.0,31.0,0.775,-3.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-16,2025,2025-H1,LONG,2025-04-16T13:37:45+00:00,18659.75,40.0,2025-04-16T13:37:37+00:00,2025-04-16T13:37:44+00:00,7.0,3.0,0.075,-23.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-04-30,2025,2025-H1,SHORT,2025-04-30T13:38:11+00:00,19228.75,40.0,2025-04-30T13:37:44+00:00,2025-04-30T13:38:10+00:00,80.0,76.0,1.9,-22.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-05-08,2025,2025-H1,SHORT,2025-05-08T13:39:25+00:00,20110.0,40.0,2025-05-08T13:38:38+00:00,2025-05-08T13:39:24+00:00,9.0,5.0,0.125,-2.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-05-14,2025,2025-H1,LONG,2025-05-14T13:35:06+00:00,21397.25,40.0,2025-05-14T13:35:02+00:00,2025-05-14T13:35:05+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-05-22,2025,2025-H1,SHORT,2025-05-22T13:35:09+00:00,21117.75,40.0,2025-05-22T13:35:07+00:00,2025-05-22T13:35:08+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-05,2025,2025-H1,SHORT,2025-06-05T13:40:29+00:00,21757.75,40.0,2025-06-05T13:39:34+00:00,2025-06-05T13:40:28+00:00,-40.0,-44.0,-1.1,-57.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-06,2025,2025-H1,LONG,2025-06-06T13:38:36+00:00,21821.25,40.0,2025-06-06T13:38:30+00:00,2025-06-06T13:38:35+00:00,5.0,1.0,0.025,-7.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-16,2025,2025-H1,LONG,2025-06-16T13:45:36+00:00,21877.75,40.0,2025-06-16T13:45:27+00:00,2025-06-16T13:45:35+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-18,2025,2025-H1,LONG,2025-06-18T13:48:25+00:00,21771.5,40.0,2025-06-18T13:48:02+00:00,2025-06-18T13:48:24+00:00,80.0,76.0,1.9,-16.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-23,2025,2025-H1,LONG,2025-06-23T13:44:29+00:00,21873.75,40.0,2025-06-23T13:43:20+00:00,2025-06-23T13:44:28+00:00,80.0,76.0,1.9,-10.0,TARGET,False,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-24,2025,2025-H1,LONG,2025-06-24T13:41:20+00:00,22315.25,40.0,2025-06-24T13:41:18+00:00,2025-06-24T13:41:19+00:00,9.0,5.0,0.125,-18.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-27,2025,2025-H1,LONG,2025-06-27T13:38:06+00:00,22728.75,40.0,2025-06-27T13:37:46+00:00,2025-06-27T13:38:05+00:00,16.0,12.0,0.3,-3.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-06-30,2025,2025-H1,SHORT,2025-06-30T13:36:44+00:00,22814.75,40.0,2025-06-30T13:36:28+00:00,2025-06-30T13:36:43+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-07-03,2025,2025-H2,LONG,2025-07-03T13:52:38+00:00,22985.5,40.0,2025-07-03T13:51:47+00:00,2025-07-03T13:52:37+00:00,31.0,27.0,0.675,-17.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-07-11,2025,2025-H2,SHORT,2025-07-11T13:37:25+00:00,22909.5,40.0,2025-07-11T13:37:20+00:00,2025-07-11T13:37:24+00:00,80.0,76.0,1.9,-7.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-07-14,2025,2025-H2,SHORT,2025-07-14T13:35:35+00:00,22921.0,40.0,2025-07-14T13:35:29+00:00,2025-07-14T13:35:34+00:00,-40.0,-44.0,-1.1,-47.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-07-17,2025,2025-H2,LONG,2025-07-17T13:42:35+00:00,23121.0,40.0,2025-07-17T13:42:32+00:00,2025-07-17T13:42:34+00:00,4.0,0.0,0.0,-26.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-07-18,2025,2025-H2,SHORT,2025-07-18T13:38:24+00:00,23266.5,40.0,2025-07-18T13:38:22+00:00,2025-07-18T13:38:23+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-07-25,2025,2025-H2,LONG,2025-07-25T13:35:51+00:00,23374.25,40.0,2025-07-25T13:35:32+00:00,2025-07-25T13:35:50+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-08-01,2025,2025-H2,SHORT,2025-08-01T13:36:05+00:00,22998.0,40.0,2025-08-01T13:36:03+00:00,2025-08-01T13:36:04+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-08-05,2025,2025-H2,LONG,2025-08-05T13:38:51+00:00,23358.0,40.0,2025-08-05T13:38:49+00:00,2025-08-05T13:38:50+00:00,-40.0,-44.0,-1.1,-53.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-08-14,2025,2025-H2,LONG,2025-08-14T13:35:44+00:00,23907.0,40.0,2025-08-14T13:35:42+00:00,2025-08-14T13:35:43+00:00,4.0,0.0,0.0,-17.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-08-22,2025,2025-H2,LONG,2025-08-22T13:37:38+00:00,23273.5,40.0,2025-08-22T13:37:36+00:00,2025-08-22T13:37:37+00:00,7.0,3.0,0.075,-1.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-08-28,2025,2025-H2,SHORT,2025-08-28T13:50:34+00:00,23628.25,40.0,2025-08-28T13:50:32+00:00,2025-08-28T13:50:33+00:00,80.0,76.0,1.9,-1.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-08-29,2025,2025-H2,SHORT,2025-08-29T13:36:12+00:00,23629.25,40.0,2025-08-29T13:36:10+00:00,2025-08-29T13:36:11+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-09-04,2025,2025-H2,LONG,2025-09-04T13:35:49+00:00,23539.25,40.0,2025-09-04T13:35:08+00:00,2025-09-04T13:35:48+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-09-16,2025,2025-H2,SHORT,2025-09-16T13:39:26+00:00,24314.25,40.0,2025-09-16T13:38:11+00:00,2025-09-16T13:39:25+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-09-18,2025,2025-H2,LONG,2025-09-18T13:37:27+00:00,24464.25,40.0,2025-09-18T13:37:07+00:00,2025-09-18T13:37:26+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-09-22,2025,2025-H2,LONG,2025-09-22T13:48:15+00:00,24857.5,40.0,2025-09-22T13:48:09+00:00,2025-09-22T13:48:14+00:00,80.0,76.0,1.9,-24.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-09-24,2025,2025-H2,SHORT,2025-09-24T13:37:47+00:00,24825.25,40.0,2025-09-24T13:37:43+00:00,2025-09-24T13:37:46+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-09-26,2025,2025-H2,LONG,2025-09-26T13:35:35+00:00,24702.5,40.0,2025-09-26T13:35:28+00:00,2025-09-26T13:35:34+00:00,-40.0,-44.0,-1.1,-47.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-09-30,2025,2025-H2,SHORT,2025-09-30T13:38:49+00:00,24756.75,40.0,2025-09-30T13:37:39+00:00,2025-09-30T13:38:48+00:00,21.0,17.0,0.425,-4.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-06,2025,2025-H2,SHORT,2025-10-06T13:39:31+00:00,25154.5,40.0,2025-10-06T13:39:29+00:00,2025-10-06T13:39:30+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-09,2025,2025-H2,SHORT,2025-10-09T13:35:27+00:00,25296.0,40.0,2025-10-09T13:35:25+00:00,2025-10-09T13:35:26+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-10,2025,2025-H2,LONG,2025-10-10T13:37:17+00:00,25349.0,40.0,2025-10-10T13:37:04+00:00,2025-10-10T13:37:16+00:00,80.0,76.0,1.9,-5.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-16,2025,2025-H2,LONG,2025-10-16T13:46:35+00:00,25109.0,40.0,2025-10-16T13:45:43+00:00,2025-10-16T13:46:34+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-17,2025,2025-H2,LONG,2025-10-17T13:35:36+00:00,24798.5,40.0,2025-10-17T13:35:32+00:00,2025-10-17T13:35:35+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-22,2025,2025-H2,SHORT,2025-10-22T13:35:27+00:00,25179.5,40.0,2025-10-22T13:35:23+00:00,2025-10-22T13:35:26+00:00,-40.0,-44.0,-1.1,-47.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-24,2025,2025-H2,LONG,2025-10-24T13:35:19+00:00,25495.25,40.0,2025-10-24T13:35:08+00:00,2025-10-24T13:35:18+00:00,80.0,76.0,1.9,-33.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-27,2025,2025-H2,SHORT,2025-10-27T13:35:06+00:00,25813.0,40.0,2025-10-27T13:35:04+00:00,2025-10-27T13:35:05+00:00,25.0,21.0,0.525,-11.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-10-28,2025,2025-H2,SHORT,2025-10-28T13:36:06+00:00,26048.5,40.0,2025-10-28T13:36:00+00:00,2025-10-28T13:36:05+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-11-03,2025,2025-H2,SHORT,2025-11-03T14:35:25+00:00,26224.25,40.0,2025-11-03T14:35:09+00:00,2025-11-03T14:35:24+00:00,30.0,26.0,0.65,-3.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-11-04,2025,2025-H2,LONG,2025-11-04T14:42:12+00:00,25759.25,40.0,2025-11-04T14:41:58+00:00,2025-11-04T14:42:11+00:00,6.0,2.0,0.05,-5.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-11-05,2025,2025-H2,SHORT,2025-11-05T14:35:32+00:00,25499.0,40.0,2025-11-05T14:35:16+00:00,2025-11-05T14:35:31+00:00,-40.0,-44.0,-1.1,-53.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-11-10,2025,2025-H2,LONG,2025-11-10T14:35:43+00:00,25593.0,40.0,2025-11-10T14:35:37+00:00,2025-11-10T14:35:42+00:00,4.0,0.0,0.0,-3.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-11-17,2025,2025-H2,LONG,2025-11-17T14:35:12+00:00,25099.5,40.0,2025-11-17T14:35:06+00:00,2025-11-17T14:35:11+00:00,-40.0,-44.0,-1.1,-50.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-11-19,2025,2025-H2,LONG,2025-11-19T14:38:37+00:00,24659.25,40.0,2025-11-19T14:35:13+00:00,2025-11-19T14:38:36+00:00,-40.0,-44.0,-1.1,-53.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-11-20,2025,2025-H2,LONG,2025-11-20T14:48:12+00:00,25252.5,40.0,2025-11-20T14:47:58+00:00,2025-11-20T14:48:11+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-01,2025,2025-H2,LONG,2025-12-01T14:36:03+00:00,25302.0,40.0,2025-12-01T14:35:05+00:00,2025-12-01T14:36:02+00:00,-40.0,-44.0,-1.1,-45.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-04,2025,2025-H2,SHORT,2025-12-04T14:58:30+00:00,25559.25,40.0,2025-12-04T14:57:48+00:00,2025-12-04T14:58:29+00:00,17.0,13.0,0.325,-23.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-05,2025,2025-H2,LONG,2025-12-05T14:53:15+00:00,25776.5,40.0,2025-12-05T14:53:05+00:00,2025-12-05T14:53:14+00:00,80.0,76.0,1.9,-8.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-08,2025,2025-H2,SHORT,2025-12-08T14:43:07+00:00,25774.0,40.0,2025-12-08T14:42:50+00:00,2025-12-08T14:43:06+00:00,-40.0,-44.0,-1.1,-106.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-09,2025,2025-H2,LONG,2025-12-09T14:39:19+00:00,25640.25,40.0,2025-12-09T14:39:06+00:00,2025-12-09T14:39:18+00:00,13.0,9.0,0.225,-28.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-10,2025,2025-H2,SHORT,2025-12-10T14:35:11+00:00,25606.5,40.0,2025-12-10T14:35:05+00:00,2025-12-10T14:35:10+00:00,80.0,76.0,1.9,-23.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-23,2025,2025-H2,LONG,2025-12-23T14:47:59+00:00,25739.25,40.0,2025-12-23T14:47:57+00:00,2025-12-23T14:47:58+00:00,8.0,4.0,0.1,-22.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-24,2025,2025-H2,LONG,2025-12-24T15:14:55+00:00,25828.25,40.0,2025-12-24T15:12:48+00:00,2025-12-24T15:14:54+00:00,10.0,6.0,0.15,-5.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2025-12-31,2025,2025-H2,SHORT,2025-12-31T14:36:29+00:00,25648.0,40.0,2025-12-31T14:36:27+00:00,2025-12-31T14:36:28+00:00,80.0,76.0,1.9,-10.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-01-02,2026,2026-H1,SHORT,2026-01-02T14:36:09+00:00,25652.25,40.0,2026-01-02T14:36:07+00:00,2026-01-02T14:36:08+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-01-26,2026,2026-H1,LONG,2026-01-26T14:35:22+00:00,25777.25,40.0,2026-01-26T14:35:15+00:00,2026-01-26T14:35:21+00:00,80.0,76.0,1.9,-16.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-01-30,2026,2026-H1,LONG,2026-01-30T14:39:41+00:00,25918.0,40.0,2026-01-30T14:39:38+00:00,2026-01-30T14:39:40+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-04,2026,2026-H1,SHORT,2026-02-04T14:57:19+00:00,25228.0,40.0,2026-02-04T14:57:16+00:00,2026-02-04T14:57:18+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-09,2026,2026-H1,LONG,2026-02-09T14:37:07+00:00,25075.25,40.0,2026-02-09T14:37:05+00:00,2026-02-09T14:37:06+00:00,-40.0,-44.0,-1.1,-63.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-11,2026,2026-H1,SHORT,2026-02-11T14:37:15+00:00,25364.25,40.0,2026-02-11T14:36:55+00:00,2026-02-11T14:37:14+00:00,-40.0,-44.0,-1.1,-57.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-13,2026,2026-H1,SHORT,2026-02-13T14:38:17+00:00,24683.75,40.0,2026-02-13T14:37:56+00:00,2026-02-13T14:38:16+00:00,-40.0,-44.0,-1.1,-63.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-18,2026,2026-H1,LONG,2026-02-18T14:42:29+00:00,24834.75,40.0,2026-02-18T14:41:32+00:00,2026-02-18T14:42:28+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-19,2026,2026-H1,SHORT,2026-02-19T14:37:09+00:00,24810.25,40.0,2026-02-19T14:35:41+00:00,2026-02-19T14:37:08+00:00,21.0,17.0,0.425,-21.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-24,2026,2026-H1,SHORT,2026-02-24T14:37:07+00:00,24706.25,40.0,2026-02-24T14:36:33+00:00,2026-02-24T14:37:06+00:00,7.0,3.0,0.075,-29.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-02-25,2026,2026-H1,LONG,2026-02-25T14:37:31+00:00,25244.5,40.0,2026-02-25T14:37:26+00:00,2026-02-25T14:37:30+00:00,-40.0,-44.0,-1.1,-44.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-02,2026,2026-H1,LONG,2026-03-02T14:36:04+00:00,24850.5,40.0,2026-03-02T14:36:02+00:00,2026-03-02T14:36:03+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-03,2026,2026-H1,SHORT,2026-03-03T14:35:15+00:00,24511.25,40.0,2026-03-03T14:35:08+00:00,2026-03-03T14:35:14+00:00,-40.0,-44.0,-1.1,-47.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-04,2026,2026-H1,SHORT,2026-03-04T14:45:11+00:00,24835.25,40.0,2026-03-04T14:45:08+00:00,2026-03-04T14:45:10+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-06,2026,2026-H1,SHORT,2026-03-06T14:38:27+00:00,24652.75,40.0,2026-03-06T14:35:40+00:00,2026-03-06T14:38:26+00:00,20.0,16.0,0.4,-16.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-09,2026,2026-H1,SHORT,2026-03-09T13:37:39+00:00,24422.5,40.0,2026-03-09T13:37:30+00:00,2026-03-09T13:37:38+00:00,21.0,17.0,0.425,-30.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-10,2026,2026-H1,SHORT,2026-03-10T13:42:28+00:00,24984.75,40.0,2026-03-10T13:42:17+00:00,2026-03-10T13:42:27+00:00,27.0,23.0,0.575,-4.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-12,2026,2026-H1,LONG,2026-03-12T13:38:37+00:00,24831.75,40.0,2026-03-12T13:38:35+00:00,2026-03-12T13:38:36+00:00,-40.0,-44.0,-1.1,-41.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-19,2026,2026-H1,LONG,2026-03-19T13:45:59+00:00,24218.25,40.0,2026-03-19T13:41:32+00:00,2026-03-19T13:45:57+00:00,-40.0,-44.0,-1.1,-47.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-27,2026,2026-H1,SHORT,2026-03-27T13:35:41+00:00,23558.25,40.0,2026-03-27T13:35:09+00:00,2026-03-27T13:35:40+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-30,2026,2026-H1,SHORT,2026-03-30T13:35:12+00:00,23456.25,40.0,2026-03-30T13:35:03+00:00,2026-03-30T13:35:11+00:00,6.0,2.0,0.05,-13.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-03-31,2026,2026-H1,LONG,2026-03-31T13:42:53+00:00,23459.75,40.0,2026-03-31T13:42:39+00:00,2026-03-31T13:42:52+00:00,-40.0,-44.0,-1.1,-46.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-07,2026,2026-H1,SHORT,2026-04-07T13:41:26+00:00,24197.0,40.0,2026-04-07T13:41:17+00:00,2026-04-07T13:41:25+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-09,2026,2026-H1,LONG,2026-04-09T13:43:53+00:00,25104.0,40.0,2026-04-09T13:43:33+00:00,2026-04-09T13:43:52+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-10,2026,2026-H1,SHORT,2026-04-10T13:39:46+00:00,25306.25,40.0,2026-04-10T13:39:35+00:00,2026-04-10T13:39:45+00:00,23.0,19.0,0.475,-24.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-13,2026,2026-H1,SHORT,2026-04-13T13:37:24+00:00,25194.75,40.0,2026-04-13T13:36:20+00:00,2026-04-13T13:37:23+00:00,-40.0,-44.0,-1.1,-55.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-14,2026,2026-H1,LONG,2026-04-14T13:36:29+00:00,25729.25,40.0,2026-04-14T13:35:08+00:00,2026-04-14T13:36:28+00:00,32.0,28.0,0.7,-14.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-15,2026,2026-H1,LONG,2026-04-15T13:39:10+00:00,26042.75,40.0,2026-04-15T13:38:47+00:00,2026-04-15T13:39:09+00:00,28.0,24.0,0.6,-37.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-17,2026,2026-H1,LONG,2026-04-17T13:52:38+00:00,26721.25,40.0,2026-04-17T13:51:17+00:00,2026-04-17T13:52:37+00:00,4.0,0.0,0.0,-33.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-21,2026,2026-H1,SHORT,2026-04-21T13:35:39+00:00,26736.75,40.0,2026-04-21T13:35:29+00:00,2026-04-21T13:35:38+00:00,-40.0,-44.0,-1.1,-62.0,STOP,False,-44.0,-1.1,STOP
