family,date,year,half,side,entry_utc,entry,risk_ticks,acceptance_utc,retest_utc,gross_ticks,net_ticks,net_R,mae_ticks,exit_reason,trailing_activated,fixed_net_ticks,fixed_net_R,fixed_exit_reason
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-22,2026,2026-H1,LONG,2026-04-22T14:01:42+00:00,26894.25,40.0,2026-04-22T14:01:39+00:00,2026-04-22T14:01:41+00:00,-40.0,-44.0,-1.1,-42.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-04-30,2026,2026-H1,SHORT,2026-04-30T13:35:08+00:00,27340.5,40.0,2026-04-30T13:35:04+00:00,2026-04-30T13:35:07+00:00,15.0,11.0,0.275,-35.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-01,2026,2026-H1,LONG,2026-05-01T13:37:15+00:00,27748.5,40.0,2026-05-01T13:37:11+00:00,2026-05-01T13:37:14+00:00,-40.0,-44.0,-1.1,-40.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-05,2026,2026-H1,LONG,2026-05-05T13:35:40+00:00,28032.25,40.0,2026-05-05T13:35:35+00:00,2026-05-05T13:35:39+00:00,80.0,76.0,1.9,-30.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-06,2026,2026-H1,LONG,2026-05-06T13:35:34+00:00,28448.25,40.0,2026-05-06T13:35:28+00:00,2026-05-06T13:35:33+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-13,2026,2026-H1,SHORT,2026-05-13T13:36:05+00:00,29215.75,40.0,2026-05-13T13:36:00+00:00,2026-05-13T13:36:04+00:00,34.0,30.0,0.75,-36.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-20,2026,2026-H1,SHORT,2026-05-20T13:36:16+00:00,29067.5,40.0,2026-05-20T13:36:01+00:00,2026-05-20T13:36:15+00:00,80.0,76.0,1.9,-14.0,TARGET,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-21,2026,2026-H1,LONG,2026-05-21T13:53:27+00:00,29268.25,40.0,2026-05-21T13:53:04+00:00,2026-05-21T13:53:26+00:00,-40.0,-44.0,-1.1,-43.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-26,2026,2026-H1,SHORT,2026-05-26T13:35:37+00:00,29839.75,40.0,2026-05-26T13:35:07+00:00,2026-05-26T13:35:36+00:00,-40.0,-44.0,-1.1,-49.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-05-29,2026,2026-H1,LONG,2026-05-29T13:38:07+00:00,30428.5,40.0,2026-05-29T13:37:57+00:00,2026-05-29T13:38:06+00:00,4.0,0.0,0.0,-24.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-06-04,2026,2026-H1,LONG,2026-06-04T13:37:58+00:00,30355.5,40.0,2026-06-04T13:37:53+00:00,2026-06-04T13:37:57+00:00,-40.0,-44.0,-1.1,-60.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-06-09,2026,2026-H1,LONG,2026-06-09T13:43:40+00:00,29748.75,40.0,2026-06-09T13:43:35+00:00,2026-06-09T13:43:39+00:00,38.0,34.0,0.85,-7.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-06-10,2026,2026-H1,LONG,2026-06-10T13:39:20+00:00,28959.25,40.0,2026-06-10T13:37:58+00:00,2026-06-10T13:39:19+00:00,-40.0,-44.0,-1.1,-58.0,STOP,False,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-06-11,2026,2026-H1,SHORT,2026-06-11T13:40:16+00:00,28669.0,40.0,2026-06-11T13:39:04+00:00,2026-06-11T13:40:15+00:00,6.0,2.0,0.05,-11.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-06-12,2026,2026-H1,SHORT,2026-06-12T13:44:50+00:00,29298.0,40.0,2026-06-12T13:42:28+00:00,2026-06-12T13:44:49+00:00,7.0,3.0,0.075,-8.0,STOP,True,-44.0,-1.1,STOP
OR5_ACCEPTANCE_ES_PULLBACK,2026-06-22,2026,2026-H1,LONG,2026-06-22T13:38:42+00:00,30904.25,40.0,2026-06-22T13:38:11+00:00,2026-06-22T13:38:41+00:00,23.0,19.0,0.475,-1.0,STOP,True,76.0,1.9,TARGET
OR5_ACCEPTANCE_ES_PULLBACK,2026-06-29,2026,2026-H1,LONG,2026-06-29T13:44:34+00:00,29773.0,40.0,2026-06-29T13:44:29+00:00,2026-06-29T13:44:33+00:00,37.0,33.0,0.825,-9.0,STOP,True,76.0,1.9,TARGET
