fecha,window_start_utc,window_end_utc_exclusive,has_p0,event_count,valid
2022-08-15,2022-08-15T13:30:00+00:00,2022-08-15T13:30:05+00:00,True,537,True
2022-08-15,2022-08-15T13:30:05+00:00,2022-08-15T13:30:10+00:00,True,240,True
2022-08-15,2022-08-15T13:30:10+00:00,2022-08-15T13:30:15+00:00,True,254,True
2022-08-15,2022-08-15T13:30:15+00:00,2022-08-15T13:30:20+00:00,True,191,True
2022-08-15,2022-08-15T13:30:20+00:00,2022-08-15T13:30:25+00:00,True,172,True
2022-08-15,2022-08-15T13:30:25+00:00,2022-08-15T13:30:30+00:00,True,172,True
2022-08-15,2022-08-15T13:30:30+00:00,2022-08-15T13:30:35+00:00,True,478,True
2022-08-15,2022-08-15T13:30:35+00:00,2022-08-15T13:30:40+00:00,True,276,True
2022-08-15,2022-08-15T13:30:40+00:00,2022-08-15T13:30:45+00:00,True,233,True
2022-08-15,2022-08-15T13:30:45+00:00,2022-08-15T13:30:50+00:00,True,238,True
2022-08-15,2022-08-15T13:30:50+00:00,2022-08-15T13:30:55+00:00,True,262,True
2022-08-15,2022-08-15T13:30:55+00:00,2022-08-15T13:31:00+00:00,True,208,True
2022-08-15,2022-08-15T13:31:00+00:00,2022-08-15T13:31:05+00:00,True,295,True
2022-08-15,2022-08-15T13:31:05+00:00,2022-08-15T13:31:10+00:00,True,233,True
2022-08-15,2022-08-15T13:31:10+00:00,2022-08-15T13:31:15+00:00,True,157,True
2022-08-15,2022-08-15T13:31:15+00:00,2022-08-15T13:31:20+00:00,True,205,True
2022-08-15,2022-08-15T13:31:20+00:00,2022-08-15T13:31:25+00:00,True,150,True
2022-08-15,2022-08-15T13:31:25+00:00,2022-08-15T13:31:30+00:00,True,261,True
2022-08-15,2022-08-15T13:31:30+00:00,2022-08-15T13:31:35+00:00,True,184,True
2022-08-15,2022-08-15T13:31:35+00:00,2022-08-15T13:31:40+00:00,True,162,True
2022-08-15,2022-08-15T13:31:40+00:00,2022-08-15T13:31:45+00:00,True,113,True
2022-08-15,2022-08-15T13:31:45+00:00,2022-08-15T13:31:50+00:00,True,116,True
2022-08-15,2022-08-15T13:31:50+00:00,2022-08-15T13:31:55+00:00,True,151,True
2022-08-15,2022-08-15T13:31:55+00:00,2022-08-15T13:32:00+00:00,True,118,True
2022-08-17,2022-08-17T13:29:00+00:00,2022-08-17T13:29:05+00:00,True,15,True
2022-08-17,2022-08-17T13:29:05+00:00,2022-08-17T13:29:10+00:00,True,14,True
2022-08-17,2022-08-17T13:29:10+00:00,2022-08-17T13:29:15+00:00,True,21,True
2022-08-17,2022-08-17T13:29:15+00:00,2022-08-17T13:29:20+00:00,True,31,True
2022-08-17,2022-08-17T13:29:20+00:00,2022-08-17T13:29:25+00:00,True,20,True
2022-08-17,2022-08-17T13:29:25+00:00,2022-08-17T13:29:30+00:00,True,7,True
2022-08-17,2022-08-17T13:29:30+00:00,2022-08-17T13:29:35+00:00,True,12,True
2022-08-17,2022-08-17T13:29:35+00:00,2022-08-17T13:29:40+00:00,True,20,True
2022-08-17,2022-08-17T13:29:40+00:00,2022-08-17T13:29:45+00:00,True,12,True
2022-08-17,2022-08-17T13:29:45+00:00,2022-08-17T13:29:50+00:00,True,33,True
2022-08-17,2022-08-17T13:29:50+00:00,2022-08-17T13:29:55+00:00,True,66,True
2022-08-17,2022-08-17T13:29:55+00:00,2022-08-17T13:30:00+00:00,True,128,True
2022-08-17,2022-08-17T13:30:00+00:00,2022-08-17T13:30:05+00:00,True,777,True
2022-08-17,2022-08-17T13:30:05+00:00,2022-08-17T13:30:10+00:00,True,324,True
2022-08-17,2022-08-17T13:30:10+00:00,2022-08-17T13:30:15+00:00,True,305,True
2022-08-17,2022-08-17T13:30:15+00:00,2022-08-17T13:30:20+00:00,True,279,True
2022-08-17,2022-08-17T13:30:20+00:00,2022-08-17T13:30:25+00:00,True,223,True
2022-08-17,2022-08-17T13:30:25+00:00,2022-08-17T13:30:30+00:00,True,232,True
2022-08-17,2022-08-17T13:30:30+00:00,2022-08-17T13:30:35+00:00,True,218,True
2022-08-17,2022-08-17T13:30:35+00:00,2022-08-17T13:30:40+00:00,True,216,True
2022-08-17,2022-08-17T13:30:40+00:00,2022-08-17T13:30:45+00:00,True,159,True
2022-08-17,2022-08-17T13:30:45+00:00,2022-08-17T13:30:50+00:00,True,257,True
2022-08-17,2022-08-17T13:30:50+00:00,2022-08-17T13:30:55+00:00,True,131,True
2022-08-17,2022-08-17T13:30:55+00:00,2022-08-17T13:31:00+00:00,True,165,True
2022-08-17,2022-08-17T13:31:00+00:00,2022-08-17T13:31:05+00:00,True,201,True
2022-08-17,2022-08-17T13:31:05+00:00,2022-08-17T13:31:10+00:00,True,169,True
2022-08-17,2022-08-17T13:31:10+00:00,2022-08-17T13:31:15+00:00,True,188,True
2022-08-17,2022-08-17T13:31:15+00:00,2022-08-17T13:31:20+00:00,True,137,True
2022-08-17,2022-08-17T13:31:20+00:00,2022-08-17T13:31:25+00:00,True,133,True
2022-08-17,2022-08-17T13:31:25+00:00,2022-08-17T13:31:30+00:00,True,185,True
2022-08-17,2022-08-17T13:31:30+00:00,2022-08-17T13:31:35+00:00,True,158,True
2022-08-17,2022-08-17T13:31:35+00:00,2022-08-17T13:31:40+00:00,True,91,True
2022-08-17,2022-08-17T13:31:40+00:00,2022-08-17T13:31:45+00:00,True,147,True
2022-08-17,2022-08-17T13:31:45+00:00,2022-08-17T13:31:50+00:00,True,107,True
2022-08-17,2022-08-17T13:31:50+00:00,2022-08-17T13:31:55+00:00,True,85,True
2022-08-17,2022-08-17T13:31:55+00:00,2022-08-17T13:32:00+00:00,True,208,True
2022-08-17,2022-08-17T13:32:00+00:00,2022-08-17T13:32:05+00:00,True,183,True
2022-08-17,2022-08-17T13:32:05+00:00,2022-08-17T13:32:10+00:00,True,123,True
2022-08-17,2022-08-17T13:32:10+00:00,2022-08-17T13:32:15+00:00,True,204,True
2022-08-17,2022-08-17T13:32:15+00:00,2022-08-17T13:32:20+00:00,True,189,True
2022-08-17,2022-08-17T13:32:20+00:00,2022-08-17T13:32:25+00:00,True,145,True
2022-08-17,2022-08-17T13:32:25+00:00,2022-08-17T13:32:30+00:00,True,171,True
2022-08-17,2022-08-17T13:32:30+00:00,2022-08-17T13:32:35+00:00,True,127,True
2022-08-17,2022-08-17T13:32:35+00:00,2022-08-17T13:32:40+00:00,True,91,True
2022-08-17,2022-08-17T13:32:40+00:00,2022-08-17T13:32:45+00:00,True,99,True
2022-08-17,2022-08-17T13:32:45+00:00,2022-08-17T13:32:50+00:00,True,78,True
2022-08-17,2022-08-17T13:32:50+00:00,2022-08-17T13:32:55+00:00,True,99,True
2022-08-17,2022-08-17T13:32:55+00:00,2022-08-17T13:33:00+00:00,True,106,True
2022-08-17,2022-08-17T13:33:00+00:00,2022-08-17T13:33:05+00:00,True,146,True
2022-08-17,2022-08-17T13:33:05+00:00,2022-08-17T13:33:10+00:00,True,108,True
2022-08-17,2022-08-17T13:33:10+00:00,2022-08-17T13:33:15+00:00,True,176,True
2022-08-17,2022-08-17T13:33:15+00:00,2022-08-17T13:33:20+00:00,True,112,True
2022-08-17,2022-08-17T13:33:20+00:00,2022-08-17T13:33:25+00:00,True,81,True
2022-08-17,2022-08-17T13:33:25+00:00,2022-08-17T13:33:30+00:00,True,81,True
2022-08-17,2022-08-17T13:33:30+00:00,2022-08-17T13:33:35+00:00,True,115,True
2022-08-17,2022-08-17T13:33:35+00:00,2022-08-17T13:33:40+00:00,True,88,True
2022-08-17,2022-08-17T13:33:40+00:00,2022-08-17T13:33:45+00:00,True,89,True
2022-08-17,2022-08-17T13:33:45+00:00,2022-08-17T13:33:50+00:00,True,59,True
2022-08-17,2022-08-17T13:33:50+00:00,2022-08-17T13:33:55+00:00,True,101,True
2022-08-17,2022-08-17T13:33:55+00:00,2022-08-17T13:34:00+00:00,True,115,True
2022-08-17,2022-08-17T13:34:00+00:00,2022-08-17T13:34:05+00:00,True,157,True
2022-08-17,2022-08-17T13:34:05+00:00,2022-08-17T13:34:10+00:00,True,175,True
2022-08-17,2022-08-17T13:34:10+00:00,2022-08-17T13:34:15+00:00,True,101,True
2022-08-17,2022-08-17T13:34:15+00:00,2022-08-17T13:34:20+00:00,True,82,True
2022-08-17,2022-08-17T13:34:20+00:00,2022-08-17T13:34:25+00:00,True,118,True
2022-08-17,2022-08-17T13:34:25+00:00,2022-08-17T13:34:30+00:00,True,143,True
2022-08-17,2022-08-17T13:34:30+00:00,2022-08-17T13:34:35+00:00,True,61,True
2022-08-17,2022-08-17T13:34:35+00:00,2022-08-17T13:34:40+00:00,True,111,True
2022-08-17,2022-08-17T13:34:40+00:00,2022-08-17T13:34:45+00:00,True,121,True
2022-08-17,2022-08-17T13:34:45+00:00,2022-08-17T13:34:50+00:00,True,61,True
2022-08-17,2022-08-17T13:34:50+00:00,2022-08-17T13:34:55+00:00,True,62,True
2022-08-31,2022-08-31T13:29:00+00:00,2022-08-31T13:29:05+00:00,True,43,True
2022-08-31,2022-08-31T13:29:05+00:00,2022-08-31T13:29:10+00:00,True,40,True
2022-08-31,2022-08-31T13:29:10+00:00,2022-08-31T13:29:15+00:00,True,24,True
2022-08-31,2022-08-31T13:29:15+00:00,2022-08-31T13:29:20+00:00,True,53,True
2022-08-31,2022-08-31T13:29:20+00:00,2022-08-31T13:29:25+00:00,True,50,True
2022-08-31,2022-08-31T13:29:25+00:00,2022-08-31T13:29:30+00:00,True,50,True
2022-08-31,2022-08-31T13:29:30+00:00,2022-08-31T13:29:35+00:00,True,23,True
2022-08-31,2022-08-31T13:29:35+00:00,2022-08-31T13:29:40+00:00,True,31,True
2022-08-31,2022-08-31T13:29:40+00:00,2022-08-31T13:29:45+00:00,True,48,True
2022-08-31,2022-08-31T13:29:45+00:00,2022-08-31T13:29:50+00:00,True,72,True
2022-08-31,2022-08-31T13:29:50+00:00,2022-08-31T13:29:55+00:00,True,54,True
2022-08-31,2022-08-31T13:29:55+00:00,2022-08-31T13:30:00+00:00,True,154,True
2022-08-31,2022-08-31T13:30:00+00:00,2022-08-31T13:30:05+00:00,True,758,True
2022-08-31,2022-08-31T13:30:05+00:00,2022-08-31T13:30:10+00:00,True,322,True
2022-08-31,2022-08-31T13:30:10+00:00,2022-08-31T13:30:15+00:00,True,230,True
2022-08-31,2022-08-31T13:30:15+00:00,2022-08-31T13:30:20+00:00,True,280,True
2022-08-31,2022-08-31T13:30:20+00:00,2022-08-31T13:30:25+00:00,True,208,True
2022-08-31,2022-08-31T13:30:25+00:00,2022-08-31T13:30:30+00:00,True,200,True
2022-08-31,2022-08-31T13:30:30+00:00,2022-08-31T13:30:35+00:00,True,300,True
2022-08-31,2022-08-31T13:30:35+00:00,2022-08-31T13:30:40+00:00,True,312,True
2022-08-31,2022-08-31T13:30:40+00:00,2022-08-31T13:30:45+00:00,True,202,True
2022-08-31,2022-08-31T13:30:45+00:00,2022-08-31T13:30:50+00:00,True,375,True
2022-08-31,2022-08-31T13:30:50+00:00,2022-08-31T13:30:55+00:00,True,452,True
2022-08-31,2022-08-31T13:30:55+00:00,2022-08-31T13:31:00+00:00,True,308,True
2022-08-31,2022-08-31T13:31:00+00:00,2022-08-31T13:31:05+00:00,True,347,True
2022-08-31,2022-08-31T13:31:05+00:00,2022-08-31T13:31:10+00:00,True,223,True
2022-08-31,2022-08-31T13:31:10+00:00,2022-08-31T13:31:15+00:00,True,182,True
2022-08-31,2022-08-31T13:31:15+00:00,2022-08-31T13:31:20+00:00,True,140,True
2022-08-31,2022-08-31T13:31:20+00:00,2022-08-31T13:31:25+00:00,True,188,True
2022-08-31,2022-08-31T13:31:25+00:00,2022-08-31T13:31:30+00:00,True,255,True
2022-08-31,2022-08-31T13:31:30+00:00,2022-08-31T13:31:35+00:00,True,208,True
2022-08-31,2022-08-31T13:31:35+00:00,2022-08-31T13:31:40+00:00,True,151,True
2022-08-31,2022-08-31T13:31:40+00:00,2022-08-31T13:31:45+00:00,True,186,True
2022-08-31,2022-08-31T13:31:45+00:00,2022-08-31T13:31:50+00:00,True,96,True
2022-08-31,2022-08-31T13:31:50+00:00,2022-08-31T13:31:55+00:00,True,126,True
2022-08-31,2022-08-31T13:31:55+00:00,2022-08-31T13:32:00+00:00,True,142,True
2022-08-31,2022-08-31T13:32:00+00:00,2022-08-31T13:32:05+00:00,True,221,True
2022-08-31,2022-08-31T13:32:05+00:00,2022-08-31T13:32:10+00:00,True,185,True
2022-08-31,2022-08-31T13:32:10+00:00,2022-08-31T13:32:15+00:00,True,249,True
2022-08-31,2022-08-31T13:32:15+00:00,2022-08-31T13:32:20+00:00,True,193,True
2022-08-31,2022-08-31T13:32:20+00:00,2022-08-31T13:32:25+00:00,True,172,True
2022-08-31,2022-08-31T13:32:25+00:00,2022-08-31T13:32:30+00:00,True,93,True
2022-08-31,2022-08-31T13:32:30+00:00,2022-08-31T13:32:35+00:00,True,138,True
2022-08-31,2022-08-31T13:32:35+00:00,2022-08-31T13:32:40+00:00,True,120,True
2022-08-31,2022-08-31T13:32:40+00:00,2022-08-31T13:32:45+00:00,True,187,True
2022-08-31,2022-08-31T13:32:45+00:00,2022-08-31T13:32:50+00:00,True,134,True
2022-08-31,2022-08-31T13:32:50+00:00,2022-08-31T13:32:55+00:00,True,299,True
2022-08-31,2022-08-31T13:32:55+00:00,2022-08-31T13:33:00+00:00,True,99,True
2022-09-01,2022-09-01T13:29:00+00:00,2022-09-01T13:29:05+00:00,True,52,True
2022-09-01,2022-09-01T13:29:05+00:00,2022-09-01T13:29:10+00:00,True,29,True
2022-09-01,2022-09-01T13:29:10+00:00,2022-09-01T13:29:15+00:00,True,27,True
2022-09-01,2022-09-01T13:29:15+00:00,2022-09-01T13:29:20+00:00,True,16,True
2022-09-01,2022-09-01T13:29:20+00:00,2022-09-01T13:29:25+00:00,True,22,True
2022-09-01,2022-09-01T13:29:25+00:00,2022-09-01T13:29:30+00:00,True,27,True
2022-09-01,2022-09-01T13:29:30+00:00,2022-09-01T13:29:35+00:00,True,21,True
2022-09-01,2022-09-01T13:29:35+00:00,2022-09-01T13:29:40+00:00,True,38,True
2022-09-01,2022-09-01T13:29:40+00:00,2022-09-01T13:29:45+00:00,True,18,True
2022-09-01,2022-09-01T13:29:45+00:00,2022-09-01T13:29:50+00:00,True,35,True
2022-09-01,2022-09-01T13:29:50+00:00,2022-09-01T13:29:55+00:00,True,78,True
2022-09-01,2022-09-01T13:29:55+00:00,2022-09-01T13:30:00+00:00,True,103,True
2022-09-01,2022-09-01T13:30:00+00:00,2022-09-01T13:30:05+00:00,True,761,True
2022-09-01,2022-09-01T13:30:05+00:00,2022-09-01T13:30:10+00:00,True,359,True
2022-09-01,2022-09-01T13:30:10+00:00,2022-09-01T13:30:15+00:00,True,235,True
2022-09-01,2022-09-01T13:30:15+00:00,2022-09-01T13:30:20+00:00,True,279,True
2022-09-01,2022-09-01T13:30:20+00:00,2022-09-01T13:30:25+00:00,True,225,True
2022-09-06,2022-09-06T13:29:00+00:00,2022-09-06T13:29:05+00:00,True,65,True
2022-09-06,2022-09-06T13:29:05+00:00,2022-09-06T13:29:10+00:00,True,32,True
2022-09-06,2022-09-06T13:29:10+00:00,2022-09-06T13:29:15+00:00,True,54,True
2022-09-06,2022-09-06T13:29:15+00:00,2022-09-06T13:29:20+00:00,True,32,True
2022-09-06,2022-09-06T13:29:20+00:00,2022-09-06T13:29:25+00:00,True,40,True
2022-09-06,2022-09-06T13:29:25+00:00,2022-09-06T13:29:30+00:00,True,15,True
2022-09-06,2022-09-06T13:29:30+00:00,2022-09-06T13:29:35+00:00,True,73,True
2022-09-06,2022-09-06T13:29:35+00:00,2022-09-06T13:29:40+00:00,True,68,True
2022-09-06,2022-09-06T13:29:40+00:00,2022-09-06T13:29:45+00:00,True,60,True
2022-09-06,2022-09-06T13:29:45+00:00,2022-09-06T13:29:50+00:00,True,92,True
2022-09-06,2022-09-06T13:29:50+00:00,2022-09-06T13:29:55+00:00,True,80,True
2022-09-06,2022-09-06T13:29:55+00:00,2022-09-06T13:30:00+00:00,True,143,True
2022-09-06,2022-09-06T13:30:00+00:00,2022-09-06T13:30:05+00:00,True,645,True
2022-09-06,2022-09-06T13:30:05+00:00,2022-09-06T13:30:10+00:00,True,267,True
2022-09-06,2022-09-06T13:30:10+00:00,2022-09-06T13:30:15+00:00,True,240,True
2022-09-06,2022-09-06T13:30:15+00:00,2022-09-06T13:30:20+00:00,True,212,True
2022-09-06,2022-09-06T13:30:20+00:00,2022-09-06T13:30:25+00:00,True,256,True
2022-09-06,2022-09-06T13:30:25+00:00,2022-09-06T13:30:30+00:00,True,333,True
2022-09-06,2022-09-06T13:30:30+00:00,2022-09-06T13:30:35+00:00,True,324,True
2022-09-06,2022-09-06T13:30:35+00:00,2022-09-06T13:30:40+00:00,True,223,True
2022-09-06,2022-09-06T13:30:40+00:00,2022-09-06T13:30:45+00:00,True,274,True
2022-09-06,2022-09-06T13:30:45+00:00,2022-09-06T13:30:50+00:00,True,310,True
2022-09-06,2022-09-06T13:30:50+00:00,2022-09-06T13:30:55+00:00,True,327,True
