fecha,window_start_utc,window_end_utc_exclusive,orientation,p0,event_count,positive_excursion_ticks,adverse_excursion_ticks,push_exists,push_ordinal_in_window,sequence_B_exists,sequence_A_exists,sequence_B_max_dwell_s,sequence_A_max_dwell_s
2022-07-29,2022-07-29T13:32:25+00:00,2022-07-29T13:32:30+00:00,MINUS,12796.25,169,27.0,11.0,True,86.0,True,False,0.564397083,0.0
2022-07-29,2022-07-29T13:32:30+00:00,2022-07-29T13:32:35+00:00,PLUS,12791.25,167,15.0,9.0,True,46.0,True,True,0.047095526,0.021315636
2022-07-29,2022-07-29T13:32:30+00:00,2022-07-29T13:32:35+00:00,MINUS,12791.25,167,9.0,15.0,True,116.0,False,True,0.0,0.102117033
2022-07-29,2022-07-29T13:32:35+00:00,2022-07-29T13:32:40+00:00,PLUS,12793.25,152,1.0,20.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:32:35+00:00,2022-07-29T13:32:40+00:00,MINUS,12793.25,152,20.0,1.0,True,4.0,True,False,0.165023109,0.0
2022-07-29,2022-07-29T13:32:40+00:00,2022-07-29T13:32:45+00:00,PLUS,12788.75,190,1.0,15.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:32:40+00:00,2022-07-29T13:32:45+00:00,MINUS,12788.75,190,15.0,1.0,True,20.0,True,False,0.080396294,0.0
2022-07-29,2022-07-29T13:32:45+00:00,2022-07-29T13:32:50+00:00,PLUS,12785.75,261,1.0,20.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:32:45+00:00,2022-07-29T13:32:50+00:00,MINUS,12785.75,261,20.0,1.0,True,78.0,True,False,0.184113081,0.0
2022-07-29,2022-07-29T13:32:50+00:00,2022-07-29T13:32:55+00:00,PLUS,12780.75,233,12.0,6.0,True,105.0,False,False,0.0,0.0
2022-07-29,2022-07-29T13:32:50+00:00,2022-07-29T13:32:55+00:00,MINUS,12780.75,233,6.0,12.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:32:55+00:00,2022-07-29T13:33:00+00:00,PLUS,12781.5,270,38.0,0.0,True,3.0,True,False,4.022366465,0.0
2022-07-29,2022-07-29T13:32:55+00:00,2022-07-29T13:33:00+00:00,MINUS,12781.5,270,0.0,38.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:00+00:00,2022-07-29T13:33:05+00:00,PLUS,12787.75,227,5.0,23.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:00+00:00,2022-07-29T13:33:05+00:00,MINUS,12787.75,227,23.0,5.0,True,10.0,True,False,0.332593286,0.0
2022-07-29,2022-07-29T13:33:05+00:00,2022-07-29T13:33:10+00:00,PLUS,12783.75,131,20.0,6.0,True,42.0,True,False,0.35578641,0.0
2022-07-29,2022-07-29T13:33:05+00:00,2022-07-29T13:33:10+00:00,MINUS,12783.75,131,6.0,20.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:10+00:00,2022-07-29T13:33:15+00:00,PLUS,12787.0,118,10.0,7.0,True,8.0,False,True,0.0,0.173850368
2022-07-29,2022-07-29T13:33:10+00:00,2022-07-29T13:33:15+00:00,MINUS,12787.0,118,7.0,10.0,True,72.0,False,True,0.0,0.169303823
2022-07-29,2022-07-29T13:33:15+00:00,2022-07-29T13:33:20+00:00,PLUS,12789.0,137,12.0,11.0,True,17.0,False,True,0.0,0.17171983
2022-07-29,2022-07-29T13:33:15+00:00,2022-07-29T13:33:20+00:00,MINUS,12789.0,137,11.0,12.0,True,47.0,False,True,0.0,0.107411312
2022-07-29,2022-07-29T13:33:20+00:00,2022-07-29T13:33:25+00:00,PLUS,12790.75,174,35.0,1.0,True,14.0,True,False,2.425703539,0.0
2022-07-29,2022-07-29T13:33:20+00:00,2022-07-29T13:33:25+00:00,MINUS,12790.75,174,1.0,35.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:25+00:00,2022-07-29T13:33:30+00:00,PLUS,12796.5,154,2.0,16.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:25+00:00,2022-07-29T13:33:30+00:00,MINUS,12796.5,154,16.0,2.0,True,20.0,True,False,0.05623045,0.0
2022-07-29,2022-07-29T13:33:30+00:00,2022-07-29T13:33:35+00:00,PLUS,12793.25,150,20.0,0.0,True,6.0,True,False,0.262023426,0.0
2022-07-29,2022-07-29T13:33:30+00:00,2022-07-29T13:33:35+00:00,MINUS,12793.25,150,0.0,20.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:35+00:00,2022-07-29T13:33:40+00:00,PLUS,12794.75,146,14.0,2.0,True,10.0,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:35+00:00,2022-07-29T13:33:40+00:00,MINUS,12794.75,146,2.0,14.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:40+00:00,2022-07-29T13:33:45+00:00,PLUS,12796.75,203,21.0,37.0,True,14.0,True,True,0.442697134,3.078672045
2022-07-29,2022-07-29T13:33:40+00:00,2022-07-29T13:33:45+00:00,MINUS,12796.75,203,37.0,21.0,True,98.0,True,False,2.957610503,0.0
2022-07-29,2022-07-29T13:33:45+00:00,2022-07-29T13:33:50+00:00,PLUS,12791.25,127,14.0,7.0,True,7.0,False,True,0.0,0.02560756
2022-07-29,2022-07-29T13:33:45+00:00,2022-07-29T13:33:50+00:00,MINUS,12791.25,127,7.0,14.0,True,120.0,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:50+00:00,2022-07-29T13:33:55+00:00,PLUS,12790.0,85,11.0,2.0,True,18.0,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:50+00:00,2022-07-29T13:33:55+00:00,MINUS,12790.0,85,2.0,11.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:55+00:00,2022-07-29T13:34:00+00:00,PLUS,12790.25,127,5.0,31.0,False,,False,False,0.0,0.0
2022-07-29,2022-07-29T13:33:55+00:00,2022-07-29T13:34:00+00:00,MINUS,12790.25,127,31.0,5.0,True,39.0,True,False,1.786585723,0.0
2022-08-01,2022-08-01T13:29:00+00:00,2022-08-01T13:29:05+00:00,PLUS,12896.5,21,2.0,8.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:00+00:00,2022-08-01T13:29:05+00:00,MINUS,12896.5,21,8.0,2.0,True,11.0,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:05+00:00,2022-08-01T13:29:10+00:00,PLUS,12895.0,13,1.0,4.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:05+00:00,2022-08-01T13:29:10+00:00,MINUS,12895.0,13,4.0,1.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:10+00:00,2022-08-01T13:29:15+00:00,PLUS,12894.0,13,8.0,0.0,True,3.0,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:10+00:00,2022-08-01T13:29:15+00:00,MINUS,12894.0,13,0.0,8.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:15+00:00,2022-08-01T13:29:20+00:00,PLUS,12894.75,20,6.0,6.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:15+00:00,2022-08-01T13:29:20+00:00,MINUS,12894.75,20,6.0,6.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:20+00:00,2022-08-01T13:29:25+00:00,PLUS,12894.25,11,2.0,3.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:20+00:00,2022-08-01T13:29:25+00:00,MINUS,12894.25,11,3.0,2.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:25+00:00,2022-08-01T13:29:30+00:00,PLUS,12894.25,19,8.0,0.0,True,7.0,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:25+00:00,2022-08-01T13:29:30+00:00,MINUS,12894.25,19,0.0,8.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:30+00:00,2022-08-01T13:29:35+00:00,PLUS,12895.0,19,3.0,0.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:30+00:00,2022-08-01T13:29:35+00:00,MINUS,12895.0,19,0.0,3.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:35+00:00,2022-08-01T13:29:40+00:00,PLUS,12895.5,48,2.0,8.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:35+00:00,2022-08-01T13:29:40+00:00,MINUS,12895.5,48,8.0,2.0,True,24.0,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:40+00:00,2022-08-01T13:29:45+00:00,PLUS,12895.25,21,2.0,4.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:40+00:00,2022-08-01T13:29:45+00:00,MINUS,12895.25,21,4.0,2.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:45+00:00,2022-08-01T13:29:50+00:00,PLUS,12895.25,43,13.0,1.0,True,7.0,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:45+00:00,2022-08-01T13:29:50+00:00,MINUS,12895.25,43,1.0,13.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:50+00:00,2022-08-01T13:29:55+00:00,PLUS,12896.0,37,9.0,0.0,True,3.0,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:50+00:00,2022-08-01T13:29:55+00:00,MINUS,12896.0,37,0.0,9.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:29:55+00:00,2022-08-01T13:30:00+00:00,PLUS,12896.75,97,19.0,2.0,True,11.0,True,False,0.295117094,0.0
2022-08-01,2022-08-01T13:29:55+00:00,2022-08-01T13:30:00+00:00,MINUS,12896.75,97,2.0,19.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:30:00+00:00,2022-08-01T13:30:05+00:00,PLUS,12897.75,537,11.0,11.0,True,87.0,False,True,0.0,0.154002986
2022-08-01,2022-08-01T13:30:00+00:00,2022-08-01T13:30:05+00:00,MINUS,12897.75,537,11.0,11.0,True,26.0,False,True,0.0,0.009761618
2022-08-01,2022-08-01T13:30:05+00:00,2022-08-01T13:30:10+00:00,PLUS,12895.5,337,19.0,6.0,True,20.0,True,False,0.15527939,0.0
2022-08-01,2022-08-01T13:30:05+00:00,2022-08-01T13:30:10+00:00,MINUS,12895.5,337,6.0,19.0,False,,False,False,0.0,0.0
2022-08-01,2022-08-01T13:30:10+00:00,2022-08-01T13:30:15+00:00,PLUS,12898.75,299,14.0,15.0,True,79.0,False,True,0.0,1.102239896
2022-08-01,2022-08-01T13:30:10+00:00,2022-08-01T13:30:15+00:00,MINUS,12898.75,299,15.0,14.0,True,26.0,True,True,0.041472084,0.185744586
2022-08-01,2022-08-01T13:30:15+00:00,2022-08-01T13:30:20+00:00,PLUS,12899.5,238,11.0,17.0,True,60.0,False,True,0.0,0.715197014
2022-08-01,2022-08-01T13:30:15+00:00,2022-08-01T13:30:20+00:00,MINUS,12899.5,238,17.0,11.0,True,24.0,True,True,0.101950853,0.303643354
2022-08-01,2022-08-01T13:30:20+00:00,2022-08-01T13:30:25+00:00,PLUS,12895.25,221,30.0,6.0,True,52.0,True,False,2.107276704,0.0
2022-08-01,2022-08-01T13:30:20+00:00,2022-08-01T13:30:25+00:00,MINUS,12895.25,221,6.0,30.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:00+00:00,2022-08-04T13:29:05+00:00,PLUS,13268.75,31,5.0,4.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:00+00:00,2022-08-04T13:29:05+00:00,MINUS,13268.75,31,4.0,5.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:05+00:00,2022-08-04T13:29:10+00:00,PLUS,13270.0,21,1.0,4.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:05+00:00,2022-08-04T13:29:10+00:00,MINUS,13270.0,21,4.0,1.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:10+00:00,2022-08-04T13:29:15+00:00,PLUS,13269.25,13,1.0,2.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:10+00:00,2022-08-04T13:29:15+00:00,MINUS,13269.25,13,2.0,1.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:15+00:00,2022-08-04T13:29:20+00:00,PLUS,13269.25,18,0.0,7.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:15+00:00,2022-08-04T13:29:20+00:00,MINUS,13269.25,18,7.0,0.0,True,14.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:20+00:00,2022-08-04T13:29:25+00:00,PLUS,13268.0,29,11.0,0.0,True,6.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:20+00:00,2022-08-04T13:29:25+00:00,MINUS,13268.0,29,0.0,11.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:25+00:00,2022-08-04T13:29:30+00:00,PLUS,13269.5,21,5.0,2.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:25+00:00,2022-08-04T13:29:30+00:00,MINUS,13269.5,21,2.0,5.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:30+00:00,2022-08-04T13:29:35+00:00,PLUS,13269.75,30,4.0,0.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:30+00:00,2022-08-04T13:29:35+00:00,MINUS,13269.75,30,0.0,4.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:35+00:00,2022-08-04T13:29:40+00:00,PLUS,13270.75,24,4.0,2.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:35+00:00,2022-08-04T13:29:40+00:00,MINUS,13270.75,24,2.0,4.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:40+00:00,2022-08-04T13:29:45+00:00,PLUS,13270.75,49,6.0,2.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:40+00:00,2022-08-04T13:29:45+00:00,MINUS,13270.75,49,2.0,6.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:45+00:00,2022-08-04T13:29:50+00:00,PLUS,13272.25,31,1.0,8.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:45+00:00,2022-08-04T13:29:50+00:00,MINUS,13272.25,31,8.0,1.0,True,21.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:50+00:00,2022-08-04T13:29:55+00:00,PLUS,13271.0,43,1.0,6.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:50+00:00,2022-08-04T13:29:55+00:00,MINUS,13271.0,43,6.0,1.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:29:55+00:00,2022-08-04T13:30:00+00:00,PLUS,13270.5,145,20.0,0.0,True,19.0,True,False,0.032672639,0.0
2022-08-04,2022-08-04T13:29:55+00:00,2022-08-04T13:30:00+00:00,MINUS,13270.5,145,0.0,20.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:30:00+00:00,2022-08-04T13:30:05+00:00,PLUS,13274.75,727,9.0,35.0,True,19.0,False,True,0.0,2.768217957
2022-08-04,2022-08-04T13:30:00+00:00,2022-08-04T13:30:05+00:00,MINUS,13274.75,727,35.0,9.0,True,102.0,True,False,1.487088157,0.0
2022-08-04,2022-08-04T13:30:05+00:00,2022-08-04T13:30:10+00:00,PLUS,13267.5,382,7.0,13.0,True,119.0,False,True,0.0,0.596974294
2022-08-04,2022-08-04T13:30:05+00:00,2022-08-04T13:30:10+00:00,MINUS,13267.5,382,13.0,7.0,True,69.0,False,True,0.0,0.01308595
2022-08-04,2022-08-04T13:30:10+00:00,2022-08-04T13:30:15+00:00,PLUS,13266.75,335,36.0,0.0,True,9.0,True,False,3.646766109,0.0
2022-08-04,2022-08-04T13:30:10+00:00,2022-08-04T13:30:15+00:00,MINUS,13266.75,335,0.0,36.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:30:15+00:00,2022-08-04T13:30:20+00:00,PLUS,13273.5,265,18.0,5.0,True,72.0,True,False,0.12810189,0.0
2022-08-04,2022-08-04T13:30:15+00:00,2022-08-04T13:30:20+00:00,MINUS,13273.5,265,5.0,18.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:30:20+00:00,2022-08-04T13:30:25+00:00,PLUS,13273.0,295,7.0,27.0,True,86.0,False,True,0.0,1.473642184
2022-08-04,2022-08-04T13:30:20+00:00,2022-08-04T13:30:25+00:00,MINUS,13273.0,295,27.0,7.0,True,36.0,True,True,0.608424277,0.013462712
2022-08-04,2022-08-04T13:30:25+00:00,2022-08-04T13:30:30+00:00,PLUS,13266.75,180,24.0,0.0,True,11.0,True,False,1.50404082,0.0
2022-08-04,2022-08-04T13:30:25+00:00,2022-08-04T13:30:30+00:00,MINUS,13266.75,180,0.0,24.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:30:30+00:00,2022-08-04T13:30:35+00:00,PLUS,13270.0,223,27.0,3.0,True,12.0,True,False,1.533720382,0.0
2022-08-04,2022-08-04T13:30:30+00:00,2022-08-04T13:30:35+00:00,MINUS,13270.0,223,3.0,27.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:30:35+00:00,2022-08-04T13:30:40+00:00,PLUS,13272.75,248,13.0,10.0,True,75.0,False,True,0.0,0.122094968
2022-08-04,2022-08-04T13:30:35+00:00,2022-08-04T13:30:40+00:00,MINUS,13272.75,248,10.0,13.0,True,29.0,False,True,0.0,0.889195528
2022-08-04,2022-08-04T13:30:40+00:00,2022-08-04T13:30:45+00:00,PLUS,13271.75,221,8.0,19.0,True,111.0,False,True,0.0,0.911701927
2022-08-04,2022-08-04T13:30:40+00:00,2022-08-04T13:30:45+00:00,MINUS,13271.75,221,19.0,8.0,True,18.0,True,True,0.206500203,0.149305966
2022-08-04,2022-08-04T13:30:45+00:00,2022-08-04T13:30:50+00:00,PLUS,13267.25,115,16.0,5.0,True,4.0,True,False,0.013818412,0.0
2022-08-04,2022-08-04T13:30:45+00:00,2022-08-04T13:30:50+00:00,MINUS,13267.25,115,5.0,16.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:30:50+00:00,2022-08-04T13:30:55+00:00,PLUS,13270.0,115,4.0,29.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:30:50+00:00,2022-08-04T13:30:55+00:00,MINUS,13270.0,115,29.0,4.0,True,29.0,True,False,1.408080017,0.0
2022-08-04,2022-08-04T13:30:55+00:00,2022-08-04T13:31:00+00:00,PLUS,13263.5,168,27.0,2.0,True,21.0,True,False,0.501546266,0.0
2022-08-04,2022-08-04T13:30:55+00:00,2022-08-04T13:31:00+00:00,MINUS,13263.5,168,2.0,27.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:00+00:00,2022-08-04T13:31:05+00:00,PLUS,13266.25,234,26.0,4.0,True,66.0,True,False,0.586653044,0.0
2022-08-04,2022-08-04T13:31:00+00:00,2022-08-04T13:31:05+00:00,MINUS,13266.25,234,4.0,26.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:05+00:00,2022-08-04T13:31:10+00:00,PLUS,13270.25,213,2.0,31.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:05+00:00,2022-08-04T13:31:10+00:00,MINUS,13270.25,213,31.0,2.0,True,43.0,True,False,1.814105274,0.0
2022-08-04,2022-08-04T13:31:10+00:00,2022-08-04T13:31:15+00:00,PLUS,13268.0,173,9.0,20.0,True,12.0,False,True,0.0,2.22511766
2022-08-04,2022-08-04T13:31:10+00:00,2022-08-04T13:31:15+00:00,MINUS,13268.0,173,20.0,9.0,True,68.0,True,False,0.804191424,0.0
2022-08-04,2022-08-04T13:31:15+00:00,2022-08-04T13:31:20+00:00,PLUS,13267.0,154,23.0,8.0,True,52.0,True,False,1.013016774,0.0
2022-08-04,2022-08-04T13:31:15+00:00,2022-08-04T13:31:20+00:00,MINUS,13267.0,154,8.0,23.0,True,25.0,False,True,0.0,1.431434908
2022-08-04,2022-08-04T13:31:20+00:00,2022-08-04T13:31:25+00:00,PLUS,13271.75,215,6.0,40.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:20+00:00,2022-08-04T13:31:25+00:00,MINUS,13271.75,215,40.0,6.0,True,38.0,True,False,3.126815901,0.0
2022-08-04,2022-08-04T13:31:25+00:00,2022-08-04T13:31:30+00:00,PLUS,13266.25,165,12.0,9.0,True,57.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:25+00:00,2022-08-04T13:31:30+00:00,MINUS,13266.25,165,9.0,12.0,True,30.0,False,True,0.0,0.341453266
2022-08-04,2022-08-04T13:31:30+00:00,2022-08-04T13:31:35+00:00,PLUS,13267.75,188,3.0,39.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:30+00:00,2022-08-04T13:31:35+00:00,MINUS,13267.75,188,39.0,3.0,True,41.0,True,False,2.688111957,0.0
2022-08-04,2022-08-04T13:31:35+00:00,2022-08-04T13:31:40+00:00,PLUS,13258.75,237,1.0,24.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:35+00:00,2022-08-04T13:31:40+00:00,MINUS,13258.75,237,24.0,1.0,True,32.0,True,False,0.635550194,0.0
2022-08-04,2022-08-04T13:31:40+00:00,2022-08-04T13:31:45+00:00,PLUS,13255.5,167,4.0,19.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:40+00:00,2022-08-04T13:31:45+00:00,MINUS,13255.5,167,19.0,4.0,True,18.0,True,False,0.42273229,0.0
2022-08-04,2022-08-04T13:31:45+00:00,2022-08-04T13:31:50+00:00,PLUS,13253.25,164,12.0,5.0,True,27.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:45+00:00,2022-08-04T13:31:50+00:00,MINUS,13253.25,164,5.0,12.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:50+00:00,2022-08-04T13:31:55+00:00,PLUS,13254.5,233,2.0,30.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:31:50+00:00,2022-08-04T13:31:55+00:00,MINUS,13254.5,233,30.0,2.0,True,3.0,True,False,2.060554219,0.0
2022-08-04,2022-08-04T13:31:55+00:00,2022-08-04T13:32:00+00:00,PLUS,13248.75,234,21.0,14.0,True,137.0,True,False,0.734838746,0.0
2022-08-04,2022-08-04T13:31:55+00:00,2022-08-04T13:32:00+00:00,MINUS,13248.75,234,14.0,21.0,True,62.0,False,True,0.0,1.979023753
2022-08-04,2022-08-04T13:32:00+00:00,2022-08-04T13:32:05+00:00,PLUS,13252.75,246,20.0,9.0,True,31.0,True,True,0.327826666,0.026165534
2022-08-04,2022-08-04T13:32:00+00:00,2022-08-04T13:32:05+00:00,MINUS,13252.75,246,9.0,20.0,True,125.0,False,True,0.0,1.064624605
2022-08-04,2022-08-04T13:32:05+00:00,2022-08-04T13:32:10+00:00,PLUS,13255.75,176,7.0,14.0,True,10.0,False,True,0.0,0.586973694
2022-08-04,2022-08-04T13:32:05+00:00,2022-08-04T13:32:10+00:00,MINUS,13255.75,176,14.0,7.0,True,33.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:10+00:00,2022-08-04T13:32:15+00:00,PLUS,13252.75,151,3.0,22.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:10+00:00,2022-08-04T13:32:15+00:00,MINUS,13252.75,151,22.0,3.0,True,26.0,True,False,1.435700784,0.0
2022-08-04,2022-08-04T13:32:15+00:00,2022-08-04T13:32:20+00:00,PLUS,13251.5,146,15.0,15.0,True,66.0,True,False,0.011128198,0.0
2022-08-04,2022-08-04T13:32:15+00:00,2022-08-04T13:32:20+00:00,MINUS,13251.5,146,15.0,15.0,True,5.0,True,True,0.004203926,1.513227924
2022-08-04,2022-08-04T13:32:20+00:00,2022-08-04T13:32:25+00:00,PLUS,13254.75,203,28.0,10.0,True,10.0,True,True,0.993412469,0.009096048
2022-08-04,2022-08-04T13:32:20+00:00,2022-08-04T13:32:25+00:00,MINUS,13254.75,203,10.0,28.0,True,40.0,False,True,0.0,1.838067469
2022-08-04,2022-08-04T13:32:25+00:00,2022-08-04T13:32:30+00:00,PLUS,13261.25,172,13.0,10.0,True,10.0,False,True,0.0,0.355217056
2022-08-04,2022-08-04T13:32:25+00:00,2022-08-04T13:32:30+00:00,MINUS,13261.25,172,10.0,13.0,True,118.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:30+00:00,2022-08-04T13:32:35+00:00,PLUS,13260.5,147,13.0,5.0,True,42.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:30+00:00,2022-08-04T13:32:35+00:00,MINUS,13260.5,147,5.0,13.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:35+00:00,2022-08-04T13:32:40+00:00,PLUS,13263.75,176,30.0,4.0,True,63.0,True,False,1.261827553,0.0
2022-08-04,2022-08-04T13:32:35+00:00,2022-08-04T13:32:40+00:00,MINUS,13263.75,176,4.0,30.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:40+00:00,2022-08-04T13:32:45+00:00,PLUS,13269.75,262,37.0,6.0,True,36.0,True,False,3.019194783,0.0
2022-08-04,2022-08-04T13:32:40+00:00,2022-08-04T13:32:45+00:00,MINUS,13269.75,262,6.0,37.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:45+00:00,2022-08-04T13:32:50+00:00,PLUS,13275.5,189,6.0,10.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:45+00:00,2022-08-04T13:32:50+00:00,MINUS,13275.5,189,10.0,6.0,True,129.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:50+00:00,2022-08-04T13:32:55+00:00,PLUS,13274.5,196,44.0,3.0,True,15.0,True,False,2.236395309,0.0
2022-08-04,2022-08-04T13:32:50+00:00,2022-08-04T13:32:55+00:00,MINUS,13274.5,196,3.0,44.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:55+00:00,2022-08-04T13:33:00+00:00,PLUS,13285.0,247,14.0,4.0,True,12.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:32:55+00:00,2022-08-04T13:33:00+00:00,MINUS,13285.0,247,4.0,14.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:33:00+00:00,2022-08-04T13:33:05+00:00,PLUS,13286.75,270,14.0,7.0,True,177.0,False,False,0.0,0.0
2022-08-04,2022-08-04T13:33:00+00:00,2022-08-04T13:33:05+00:00,MINUS,13286.75,270,7.0,14.0,True,129.0,False,True,0.0,1.324879421
2022-08-04,2022-08-04T13:33:05+00:00,2022-08-04T13:33:10+00:00,PLUS,13290.25,254,4.0,30.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:33:05+00:00,2022-08-04T13:33:10+00:00,MINUS,13290.25,254,30.0,4.0,True,40.0,True,False,1.497057755,0.0
2022-08-04,2022-08-04T13:33:10+00:00,2022-08-04T13:33:15+00:00,PLUS,13282.75,249,30.0,0.0,True,6.0,True,False,3.025151022,0.0
2022-08-04,2022-08-04T13:33:10+00:00,2022-08-04T13:33:15+00:00,MINUS,13282.75,249,0.0,30.0,False,,False,False,0.0,0.0
2022-08-04,2022-08-04T13:33:15+00:00,2022-08-04T13:33:20+00:00,PLUS,13287.0,191,15.0,8.0,True,76.0,True,True,0.01938244,0.031560367
2022-08-04,2022-08-04T13:33:15+00:00,2022-08-04T13:33:20+00:00,MINUS,13287.0,191,8.0,15.0,True,4.0,False,True,0.0,1.0291728
2022-08-04,2022-08-04T13:33:20+00:00,2022-08-04T13:33:25+00:00,PLUS,13285.25,171,3.0,28.0,False,,False,False,0.0,0.0
