date,symbol,rth_open,open_vs_context_value,open_vs_context_poc,premarket_high,premarket_low,premarket_range_ticks,or_high,or_low,or_width_ticks,or_delta,or_volume,or_vwap,minute_profile_poc,previous_rth_close,gap_points,gap_ticks,gap_available,atr_points,atr_ticks,atr_available,context_profile_start,context_profile_end,context_has_data,context_hvn_count,context_lvn_count,context_hvn_prices,context_lvn_prices,context_total_volume,context_bid_volume,context_ask_volume,context_delta,context_poc,context_poc_volume,context_vah,context_val,context_value_area_actual_pct,context_high,context_low,context_profile_width_ticks,context_value_area_width_ticks,context_price_level_count,context_occupied_price_level_count,context_empty_level_count,context_upper_volume,context_lower_volume,context_upper_lower_ratio,context_upper_volume_share,context_lower_volume_share,context_center_of_mass,context_skewness,context_kurtosis_excess,context_entropy,context_max_level_volume_share,context_volume_slope,context_poc_position,context_center_of_mass_position,context_source_rows,context_profile_shape,context_shape_confidence_score,context_prob_D,context_prob_P,context_prob_b,context_prob_double,context_prob_trend_up,context_prob_trend_down,context_prob_unknown,context_distribution_count,context_double_mode_separation,context_double_valley_depth,context_shape_probability_type,minute_profile_start,minute_profile_end,minute_has_data,minute_hvn_count,minute_lvn_count,minute_hvn_prices,minute_lvn_prices,minute_total_volume,minute_bid_volume,minute_ask_volume,minute_delta,minute_poc,minute_poc_volume,minute_vah,minute_val,minute_value_area_actual_pct,minute_high,minute_low,minute_profile_width_ticks,minute_value_area_width_ticks,minute_price_level_count,minute_occupied_price_level_count,minute_empty_level_count,minute_upper_volume,minute_lower_volume,minute_upper_lower_ratio,minute_upper_volume_share,minute_lower_volume_share,minute_center_of_mass,minute_skewness,minute_kurtosis_excess,minute_entropy,minute_max_level_volume_share,minute_volume_slope,minute_poc_position,minute_center_of_mass_position,minute_source_rows,minute_profile_shape,minute_shape_confidence_score,minute_prob_D,minute_prob_P,minute_prob_b,minute_prob_double,minute_prob_trend_up,minute_prob_trend_down,minute_prob_unknown,minute_distribution_count,minute_double_mode_separation,minute_double_valley_depth,minute_shape_probability_type,first_minute_lvn_count,retest_event_count,has_any_retest
2026-06-01,NQ,100.0,INSIDE_VALUE,BELOW_POC,101.5,99.5,8.0,101.0,100.0,4.0,40.0,380.0,100.53289473684211,101.0,,,,False,,,False,08:30:00,09:30:00,True,1,0,100.50,,680.0,330.0,350.0,20.0,100.5,150.0,101.0,100.0,0.8088235294117647,101.5,99.5,8,4,9,9,0,265.0,265.0,1.0,0.3897058823529412,0.3897058823529412,100.5,0.0,-0.4535541269870498,0.917518874080891,0.22058823529411764,0.0,0.5,0.5,9,D,0.9256303967896063,0.9256303967896063,0.011455384140967785,0.011455384140967785,0.009825887357658611,0.015903530106570297,0.015903530106570297,0.009825887357658611,1,0.0,0.0,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,0,1,,100.50,380.0,170.0,210.0,40.0,101.0,110.0,101.0,100.25,0.7631578947368421,101.0,100.0,4,3,5,5,0,0.0,270.0,0.0,0.0,0.7105263157894737,100.53289473684211,-0.13765320188932928,-1.6158294150954045,0.9101878447792893,0.2894736842105263,0.0909090909090908,1.0,0.5328947368421098,5,unknown,0.4332126035742465,0.06708173614603004,0.06708207054992395,0.06721671675760724,0.06708173611607061,0.22078728988273844,0.07753784697338324,0.4332126035742465,1,0.0,0.0,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,1,1,True
2026-06-02,NQ,100.0,INSIDE_VALUE,BELOW_POC,101.5,99.5,8.0,101.0,100.0,4.0,40.0,380.0,100.53289473684211,101.0,,,,False,,,False,08:30:00,09:30:00,True,1,0,100.50,,680.0,330.0,350.0,20.0,100.5,150.0,101.0,100.0,0.8088235294117647,101.5,99.5,8,4,9,9,0,265.0,265.0,1.0,0.3897058823529412,0.3897058823529412,100.5,0.0,-0.4535541269870498,0.917518874080891,0.22058823529411764,0.0,0.5,0.5,9,D,0.9256303967896063,0.9256303967896063,0.011455384140967785,0.011455384140967785,0.009825887357658611,0.015903530106570297,0.015903530106570297,0.009825887357658611,1,0.0,0.0,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,09:30:00,09:31:00,True,0,1,,100.50,380.0,170.0,210.0,40.0,101.0,110.0,101.0,100.25,0.7631578947368421,101.0,100.0,4,3,5,5,0,0.0,270.0,0.0,0.0,0.7105263157894737,100.53289473684211,-0.13765320188932928,-1.6158294150954045,0.9101878447792893,0.2894736842105263,0.0909090909090908,1.0,0.5328947368421098,5,unknown,0.4332126035742465,0.06708173614603004,0.06708207054992395,0.06721671675760724,0.06708173611607061,0.22078728988273844,0.07753784697338324,0.4332126035742465,1,0.0,0.0,MATHEMATICAL_PROTOTYPE_NOT_CALIBRATED,1,0,False
